,mmsi,label,length,tonnage,power,geartype,secondary_geartype
3519,244740629,Trawlers,33.04,162.0,716.0,DRB,NO
3520,239266000,Purse_seines|Drifting_longlines,22.35,53.0,220.53,PS,LLD
3521,247049430,Purse_seines|Set_gillnets,16.1,20.0,191.0,PS,GNS
3522,263274000,Set_longlines|Drifting_longlines,24.5,100.48,372.0,LLS,LLD
3523,263404870,Set_gillnets,17.5,81.87,208.8,GNS,GTR
3524,275461000,Pots_and_traps|unknown_fishing,55.75,667.0,1103.0,FPO,NK
3525,263418250,Set_gillnets|Purse_seines,18.0,46.33,275.0,GNS,PS
3526,276152000,Trawlers,25.4,117.0,220.0,OTM,OTB
3527,219001189,Trawlers,19.74,69.9,202.0,TBB,NO
3528,247080850,Trawlers,18.47,42.0,205.88,OTB,NO
3529,230940400,Trawlers,17.38,84.0,331.0,OTB,OTM
3530,275407000,Trawlers,25.45,112.0,287.0,OTM,NO
3531,224087260,Purse_seines,15.54,29.12,279.62,PS,NO
3532,247073090,Trawlers,15.74,34.0,259.0,OTB,PTM
3533,244740935,Trawlers,24.08,49.0,147.0,DRB,NO
3534,204263000,Trawlers,23.6,179.53,445.18,OTB,NO
3535,235088807,Trawlers,29.86,264.0,749.0,TBB,NO
3536,227624440,Trawlers,14.9,53.54,292.0,OTB,DRB
3537,224017830,Set_longlines,22.0,109.02,181.02,LLS,NO
3538,247051210,Trawlers,17.06,39.0,169.28,OTB,NO
3539,224086550,Trawlers,27.5,198.0,353.2,OTB,NO
3540,211469000,Trawlers,15.62,27.0,184.0,TBB,OTB
3541,219799000,other_fishing,18.9,53.6,220.0,SDN,NO
3542,245253000,Trawlers,21.41,48.0,221.0,OTB,TBB
3543,238613210,Purse_seines|Trawlers,24.6,102.0,368.0,PS,OTB
3544,224073830,Trawlers,23.0,61.36,80.94,OTB,NO
3545,219004264,Trawlers|Set_gillnets,9.05,3.8,88.0,OTB,GNS
3546,220012000,Trawlers,17.07,56.9,220.0,OTB,OTB
3547,233450000,Trawlers,29.16,215.0,588.0,DRB,NO
3548,237256000,Trawlers,21.8,44.0,180.09,OTB,NO
3549,235054804,Set_longlines,33.3,315.0,735.5,LLS,NO
3550,224392000,Drifting_longlines,36.48,396.0,625.46,LLD,NO
3551,247080650,Trawlers,20.54,95.0,441.18,OTB,NO
3552,265656780,other_fishing|Pots_and_traps,10.2,7.51,275.74,GND,FPO
3553,247100450,Trawlers|Set_gillnets,18.36,88.0,194.1,OTB,GNS
3554,235091175,Trawlers,23.99,164.0,221.0,DRB,NO
3555,247145750,Trawlers,18.8,39.0,220.6,OTB,NO
3556,235627000,Trawlers,35.5,295.0,500.0,OTB,NO
3557,248000368,Drifting_longlines,23.96,106.0,350.0,LLD,LLD
3558,247145050,Purse_seines|Set_longlines,15.08,25.0,129.0,PS,LLS
3559,211332630,Trawlers,31.37,189.0,441.0,OTB,TBB
3560,247130830,Purse_seines|Set_longlines,23.28,67.0,176.47,PS,LLS
3561,247092380,Trawlers,20.17,32.0,316.0,OTB,NO
3562,227619590,Trawlers,15.38,21.15,211.0,OTB,OTM
3563,275098000,Trawlers,25.6,110.0,221.0,OTM,OTB
3564,247140370,Trawlers|Purse_seines,19.3,51.0,206.0,OTB,PS
3565,247120160,Set_longlines|Set_gillnets,13.02,23.0,191.36,LLS,GNS
3566,247280940,Trawlers,18.07,40.0,331.0,OTB,NO
3567,250105550,Trawlers,12.02,8.59,102.0,DRB,OTM
3568,263249000,Drifting_longlines|Set_longlines,19.5,99.0,262.57,LLD,LLS
3569,227872000,Trawlers,17.1,82.34,323.0,OTB,PTM
3570,247143120,Trawlers|Set_longlines,22.65,70.0,161.0,OTB,LLS
3571,224133790,Trawlers,37.0,392.0,503.31,OTB,PTB
3572,275162000,Trawlers,25.45,112.0,221.0,OTM,OTB
3573,224929000,Drifting_longlines,31.0,294.0,220.75,LLD,NO
3574,238989740,Purse_seines|Trawlers,25.45,111.0,375.0,PS,OTB
3575,261007950,Trawlers,24.6,92.0,368.0,OTM,OTB
3576,263275000,Trawlers,22.98,140.58,368.4,OTB,NO
3577,205239000,Trawlers,30.7,159.0,852.0,TBB,OTB
3578,226243000,Trawlers,21.9,132.0,434.0,OTB,NO
3579,265817000,Trawlers,44.96,846.0,3000.0,OTM,OTB
3580,266011000,Trawlers,33.34,272.0,735.0,OTB,NO
3581,247146950,Trawlers,29.5,147.0,402.0,OTB,NO
3582,247100430,Trawlers|Set_longlines,22.7,99.0,338.6,OTB,LLS
3583,244721000,Trawlers,22.25,50.0,221.0,OTB,NO
3584,230941650,Trawlers,37.92,416.0,1436.0,PTM,OTB
3585,211517230,Trawlers,18.04,48.0,220.0,OTB,PTB
3586,247110830,Trawlers|Set_longlines,22.85,63.0,206.0,OTB,LLS
3587,235069065,Pots_and_traps,14.32,38.86,223.8,FPO,NO
3588,247140330,Trawlers|Set_gillnets,21.7,50.0,216.0,OTB,GNS
3589,224171840,Trawlers,24.0,97.43,268.58,OTB,NO
3590,239253000,Purse_seines|Set_longlines,21.05,49.0,147.02,PS,LLS
3591,244691000,Trawlers,22.04,48.0,221.0,TBB,NO
3592,224987000,Drifting_longlines,43.5,606.0,662.25,LLD,NO
3593,211680250,Trawlers,23.93,150.0,221.0,OTB,TBB
3594,227317390,Set_gillnets|Set_longlines,11.93,7.26,162.0,GTR,LLS
3595,250104700,Trawlers,45.0,663.0,1670.0,OTM,NO
3596,263406740,Trawlers,15.0,41.8,178.97,OTB,NO
3597,247102240,Trawlers|Purse_seines,24.05,83.0,146.0,OTB,PS
3598,247239900,Purse_seines,37.38,199.0,632.4,PS,NO
3599,275416000,Trawlers,25.45,112.0,221.0,OTM,OTB
3600,246092000,Trawlers,40.06,191.0,626.0,HMD,NO
3601,224405000,Purse_seines,75.6,2101.0,2902.13,PS,NO
3602,224063790,Drifting_longlines,28.0,169.0,250.18,LLD,NO
3603,247142080,Trawlers|Purse_seines,18.81,42.0,221.0,OTB,PS
3604,211325200,Trawlers,20.79,81.0,221.0,TBB,OTB
3605,244977000,Trawlers,32.2,80.0,280.0,HMD,DRB
3606,263279000,Trawlers,28.0,237.0,588.0,OTB,NO
3607,224212840,Trawlers,18.0,51.3,130.24,OTB,NO
3608,235004730,Trawlers,21.3,189.0,526.0,OTB,NO
3609,247143660,Trawlers,24.32,107.0,302.0,OTB,NO
3610,220166000,Trawlers,39.3,514.0,500.0,OTB,NO
3611,234921000,Trawlers,16.0,90.0,271.0,OTT,NO
3612,211325290,Trawlers,19.93,67.0,221.0,TBB,OTB
3613,227561000,Set_gillnets,19.41,105.48,331.0,GTR,GNS
3614,263411270,Set_longlines|Purse_seines,24.2,86.1,410.13,LLS,PS
3615,275019000,Trawlers,62.23,1943.0,1764.0,OTM,OTB
3616,224506000,Trawlers,61.2,1267.0,1449.6,OTB,PTB
3617,263406341,Set_gillnets,14.65,18.54,118.0,GNS,GTR
3618,224219360,Trawlers,17.17,29.49,90.51,OTB,NO
3619,250103600,Trawlers,22.65,193.0,522.0,OTB,PTB
3620,238123456,Trawlers,26.19,97.0,441.0,OTB,NO
3621,211416000,Trawlers,17.15,49.0,221.0,TBB,OTB
3622,227686910,Set_gillnets,11.98,19.72,110.0,GTR,GNS
3623,234999177,Trawlers,16.6,42.0,129.0,OTB,NO
3624,235096845,Trawlers,23.96,150.0,221.0,HMD,NO
3625,211561000,Trawlers,18.7,50.0,220.0,TBB,OTB
3626,247144750,Trawlers|Set_longlines,16.25,33.0,206.0,OTB,LLS
3627,224106940,Purse_seines,26.64,96.89,295.81,PS,NO
3628,250269000,Trawlers,26.5,243.0,448.0,OTM,OTB
3629,247146140,Trawlers,28.75,161.0,331.0,OTB,NO
3630,224057000,Trawlers,38.5,391.0,700.52,OTB,PTB
3631,265676610,Pots_and_traps|other_fishing,11.15,9.15,183.82,FPO,GND
3632,227318380,Trawlers,15.97,40.57,162.0,TBB,OTB
3633,247121790,Trawlers,23.68,65.0,375.0,OTB,NO
3634,247045140,Trawlers,17.28,29.0,176.0,OTB,NO
3635,247083060,Trawlers|Set_longlines,21.45,82.0,280.0,OTB,LLS
3636,227209970,Set_longlines,31.0,274.0,701.0,LLS,NO
3637,235030148,Trawlers,18.59,71.0,149.0,HMD,NO
3638,240104000,Trawlers,28.6,154.0,272.0,OTB,OTB
3639,247123080,Trawlers|Set_longlines,12.84,6.0,117.5,OTB,LLS
3640,263409950,Trawlers,28.0,225.84,544.26,OTB,NO
3641,227637370,Set_longlines|Pole_and_line,8.7,6.17,62.0,LLS,LHP
3642,247132020,Trawlers|Purse_seines,16.27,26.0,133.8,OTB,PS
3643,247144230,Trawlers,25.64,185.0,480.0,OTB,NO
3644,244806000,Trawlers,20.61,39.0,220.0,TBB,PTB
3645,218367000,Trawlers,23.97,149.0,220.0,TBB,OTB
3646,247131930,Set_gillnets|Trollers,15.8,21.0,174.0,GNS,LTL
3647,227303430,Set_gillnets|Trawlers,9.56,6.75,131.0,GTR,DRB
3648,239588000,Purse_seines|Set_gillnets,16.2,19.0,150.7,PS,GNS
3649,224701000,Trawlers,67.2,1576.0,1342.9,OTB,PTB
3650,247081570,Trawlers,21.48,73.0,316.0,OTB,NO
3651,246459000,Trawlers,24.89,88.0,221.0,TBB,OTB
3652,227314630,Trawlers,12.26,27.26,158.0,OTB,OTM
3653,224010960,Trawlers,25.02,79.15,316.41,OTB,NO
3654,224059740,Purse_seines,26.22,73.82,323.77,PS,NO
3655,204287000,Pole_and_line,29.9,186.43,625.18,LHP,NO
3656,247052440,Trawlers,19.16,84.0,414.8,OTB,NO
3657,247121220,Trawlers,25.9,89.0,716.0,OTB,PTM
3658,266410000,Trawlers,13.83,29.0,177.0,OTB,OTB
3659,235010940,Trawlers,16.41,90.0,298.0,OTB,NO
3660,245308000,other_fishing|Trawlers,29.8,224.0,736.0,SSC,OTB
3661,247094120,Trawlers,19.85,61.0,206.0,OTB,NO
3662,247082030,Trawlers,23.28,86.0,400.0,OTB,PTM
3663,240303000,Set_gillnets|Set_longlines,15.25,21.0,165.4,GTN,LLS
3664,265785000,Trawlers,26.05,205.0,736.0,OTB,OTB
3665,265755890,Pots_and_traps,9.9,7.61,102.94,FPO,FPO
3666,234705000,Trawlers,25.89,206.0,403.0,OTB,NO
3667,247071420,Trawlers|Purse_seines,16.81,44.0,220.0,OTB,PS
3668,235005282,Trawlers,14.95,50.72,214.0,OTB,NO
3669,239149000,Purse_seines|Set_gillnets,19.4,25.0,220.53,PS,GTR
3670,205241000,Trawlers,32.32,336.0,551.0,OTB,NO
3671,224004770,Purse_seines,35.5,189.0,451.07,PS,NO
3672,250484000,other_fishing,24.01,188.0,413.0,SSC,SPR
3673,224045180,Trawlers,19.58,45.18,68.43,OTB,NO
3674,238117240,Trawlers,19.95,73.0,280.0,OTB,NO
3675,247041470,Trawlers,22.3,82.0,325.0,OTB,NO
3676,224019910,Trawlers,16.95,52.0,294.33,OTB,NO
3677,224122570,Trawlers,23.32,64.2,295.07,OTB,NO
3678,247101550,Trawlers|Set_longlines,24.8,83.0,447.0,OTB,LLS
3679,224105480,Set_gillnets,15.22,36.4,97.87,GNS,NO
3680,247149980,Trawlers|Set_longlines,29.3,168.0,515.2,OTB,LLS
3681,211376000,Trawlers,15.59,25.0,184.0,TBB,OTB
3682,227560250,Pots_and_traps|Set_gillnets,8.3,5.67,75.0,FPO,GTR
3683,224020890,Drifting_longlines,30.0,239.0,312.73,LLD,NO
3684,224312790,Set_gillnets,8.95,3.39,29.43,GNS,GTR
3685,219018343,Set_gillnets,8.02,2.1,58.0,GNS,NO
3686,205150000,Trawlers,27.2,100.0,221.0,TBB,OTB
3687,224106950,Purse_seines,15.5,20.07,93.45,PS,NO
3688,245366000,Trawlers,20.53,26.0,200.0,TBB,NO
3689,235064434,Trawlers,28.35,349.0,671.0,PTB,NO
3690,240315000,Purse_seines,23.7,98.0,373.0,PS,NO
3691,263412090,Purse_seines,16.8,31.9,225.06,PS,NO
3692,224098680,Trawlers,17.0,26.71,128.77,OTB,NO
3693,224004680,Purse_seines,28.0,139.0,367.92,PS,NO
3694,235000890,Trawlers,14.64,49.3,224.22,OTB,OTT
3695,247050950,Trawlers|Set_longlines,16.12,30.0,161.7,OTB,LLS
3696,247141170,Set_longlines|other_fishing,20.5,78.0,270.0,LLS,GND
3697,247141020,Trawlers|Set_longlines,19.25,49.0,219.85,OTB,LLS
3698,219005616,Set_gillnets|Set_longlines,9.99,10.4,22.0,GNS,LLS
3699,239344000,Purse_seines,20.0,28.0,403.0,PS,NO
3700,224055940,Trawlers,20.92,43.52,129.51,OTB,NO
3701,224178880,Purse_seines,25.0,85.59,348.05,PS,NO
3702,227561740,Trawlers,10.4,8.23,175.0,TBB,OTB
3703,247090850,Trawlers,19.93,47.0,221.0,OTB,NO
3704,224488000,Trawlers,63.0,1393.0,1044.89,OTB,PTB
3705,247100740,Trawlers|Purse_seines,23.92,131.0,478.0,OTB,PS
3706,211403000,Trawlers,17.15,38.0,221.0,TBB,OTB
3707,245316000,other_fishing|Trawlers,27.1,200.0,368.0,SPR,PTB
3708,263412460,Set_gillnets|Set_longlines,8.95,4.03,44.74,GTR,LLS
3709,227116300,Trawlers,16.0,62.11,291.0,OTB,DRB
3710,232007300,Trawlers,26.19,244.0,625.0,OTB,NO
3711,218556000,Trawlers,15.71,26.0,172.0,TBB,OTB
3712,224227590,Trawlers,24.36,82.4,367.92,OTB,NO
3713,247071040,Trawlers,22.82,129.0,478.0,OTB,NO
3714,230063680,Trawlers,19.51,110.0,368.0,OTM,PTM
3715,240137000,Trawlers,27.0,137.0,235.23,OTB,NO
3716,204041000,Set_gillnets,20.0,89.09,268.45,GNS,GTR
3717,240460000,Purse_seines,15.4,18.0,73.51,PS,NO
3718,238765540,Purse_seines,20.45,65.0,220.0,PS,NO
3719,247101520,Trawlers,20.38,60.0,206.0,OTB,NO
3720,266388000,Trawlers,14.95,55.0,375.0,OTB,NO
3721,205325000,Trawlers,33.18,143.0,221.0,TBB,OTB
3722,250513000,Trawlers,64.6,1499.0,2710.0,OTM,NO
3723,205198000,Trawlers,37.83,388.0,706.0,TBB,NO
3724,238561110,Purse_seines|Trawlers,29.44,144.0,537.0,PS,OTM
3725,247030890,Trawlers|Purse_seines,14.83,24.0,198.5,OTB,PS
3726,247121530,Trawlers|Set_longlines,18.03,40.0,294.0,OTB,LLS
3727,211319400,Trawlers,20.0,52.0,216.0,TBB,OTB
3728,246112000,Trawlers,21.54,47.0,214.0,TBB,NO
3729,237802000,Trawlers,29.56,128.0,367.55,OTB,NO
3730,265745020,Pots_and_traps|Trawlers,9.0,4.48,66.18,FPO,OTB
3731,224073580,Purse_seines,24.0,65.85,139.81,PS,NO
3732,238990110,Purse_seines,28.5,156.0,650.0,PS,NO
3733,247130710,Trawlers,17.06,32.0,132.0,OTB,NO
3734,224011110,Purse_seines,19.8,42.3,264.9,PS,NO
3735,263412470,Trawlers|Drifting_longlines,24.8,159.51,447.42,OTB,LLD
3736,237382000,Trawlers,26.3,123.0,352.84,OTB,NO
3737,247100460,Trawlers,19.84,45.0,220.0,OTB,NO
3738,211515000,Trawlers,15.44,21.0,184.0,TBB,OTB
3739,263408380,Drifting_longlines|Pots_and_traps,24.0,181.47,326.55,LLD,FPO
3740,211421000,Trawlers|Set_gillnets,15.9,32.0,221.0,TBB,GNS
3741,227146100,Purse_seines,39.9,288.0,1230.0,PS,NO
3742,247070840,Trawlers|Set_longlines,23.0,86.0,560.0,OTB,LLS
3743,238369040,Purse_seines|Set_gillnets,37.1,247.0,806.0,PS,GNS
3744,235000840,Trawlers,18.4,127.0,278.0,OTT,NO
3745,247081690,Trawlers,20.15,101.0,250.0,OTB,PTM
3746,266397000,Trawlers,12.01,27.0,270.0,OTB,OTB
3747,219017843,Trawlers,69.9,2002.0,2999.0,OTB,NO
3748,224210180,Trawlers,25.1,86.33,257.54,OTB,NO
3749,247102940,Trawlers,15.18,19.0,109.7,DRB,OTB
3750,211214200,Trawlers,81.32,1825.0,3000.0,OTB,OTM
3751,219441000,Set_gillnets,48.8,570.0,1280.0,GNS,NO
3752,219003138,Set_gillnets,15.24,32.5,129.0,GNS,NO
3753,247068080,Trawlers,22.75,59.0,211.0,OTB,NO
3754,211313600,Set_longlines,27.77,196.0,412.0,LLS,NO
3755,247143820,Trawlers,18.9,33.0,143.0,OTB,NO
3756,227319040,Trawlers,11.95,22.85,184.0,TBB,DRB
3757,240229000,Trawlers|Set_gillnets,33.38,264.0,349.0,OTB,GNS
3758,239118000,Purse_seines,21.0,46.0,132.32,PS,PS
3759,215000650,Drifting_longlines|Purse_seines,20.0,70.21,164.12,LLD,PS
3760,247144920,Trawlers,29.57,165.0,309.0,OTB,NO
3761,250002886,other_fishing|Set_gillnets,9.9,14.87,75.0,GND,GNS
3762,224005270,Trawlers,25.2,71.85,220.75,OTB,NO
3763,230942350,Trawlers,34.7,247.0,749.0,OTM,OTB
3764,247122150,Trawlers,25.3,96.0,662.0,OTB,PTM
3765,204204780,Set_longlines|Pole_and_line,15.35,40.0,220.65,LLS,LHP
3766,220335000,Set_gillnets|Trawlers,16.05,19.8,199.0,GNS,OTB
3767,235033728,Trawlers,21.3,192.0,537.0,DRB,NO
3768,250000516,Trawlers,17.0,92.0,308.0,OTT,NO
3769,245928000,other_fishing|Trawlers,35.79,338.0,500.0,SSC,OTT
3770,224095430,Trawlers,17.28,38.58,147.17,OTB,NO
3771,224222560,Trawlers,16.1,21.95,58.87,OTB,NO
3772,239423000,Set_longlines|Set_gillnets,15.25,18.0,205.82,LLS,GNS
3773,263415870,Purse_seines,24.9,112.75,405.0,PS,NO
3774,239240000,Purse_seines,22.6,57.0,138.93,PS,PS
3775,224026690,Trawlers,22.47,47.56,271.52,OTB,NO
3776,247083920,Trawlers,23.65,90.0,252.9,OTB,NO
3777,245771000,Trawlers,33.62,212.0,736.0,TBB,NO
3778,224075470,Set_longlines|Set_gillnets,30.0,209.0,353.2,LLS,GNS
3779,227316550,Trawlers,11.99,20.88,80.0,OTB,DRB
3780,232004729,Pots_and_traps,17.98,114.0,180.0,FPO,NO
3781,275094000,Trawlers,25.45,112.0,368.0,OTM,OTB
3782,227120500,Trawlers|Set_gillnets,17.89,92.0,277.0,TBB,GTR
3783,224114650,Purse_seines,33.3,148.0,440.77,PS,NO
3784,227136700,Set_gillnets,18.42,49.0,397.0,GTR,GNS
3785,250106600,Trawlers,14.49,40.39,187.0,DRB,OTM
3786,247122330,Trawlers,20.4,72.0,166.0,OTB,NO
3787,224022620,Purse_seines,20.5,38.47,139.81,PS,NO
3788,250000957,other_fishing|Trawlers,23.2,224.0,749.0,SPR,PTB
3789,232004676,Trawlers,17.07,52.0,186.5,OTB,NO
3790,250002435,Trawlers|Purse_seines,24.9,172.0,370.0,OTB,PS
3791,263414480,Set_gillnets,19.2,80.32,234.15,GNS,GTR
3792,224324980,Trawlers,15.03,28.86,25.75,OTB,NO
3793,224464000,Purse_seines,109.3,3674.0,4415.01,PS,NO
3794,227142300,Trawlers,22.5,169.63,365.0,OTB,OTM
3795,224108450,Purse_seines,23.31,87.0,268.58,PS,NO
3796,227867000,Pots_and_traps|Set_gillnets,22.08,143.86,360.0,FPO,GNS
3797,233345000,Trawlers,26.23,168.0,596.0,OTB,NO
3798,237517000,Trawlers|Purse_seines,26.6,112.0,382.25,OTB,PS
3799,224128940,Trawlers,24.82,78.27,183.96,OTB,NO
3800,227436000,Trawlers,22.8,129.0,316.0,PTM,OTB
3801,261023870,Trawlers,12.96,21.26,121.4,OTB,OTM
3802,224073660,Trawlers,24.85,104.72,459.16,OTB,NO
3803,224186490,Set_gillnets,16.49,26.4,121.41,GNS,GTR
3804,238111111,Purse_seines|Trawlers,20.55,70.0,324.0,PS,OTB
3805,204245000,Purse_seines,19.0,53.97,278.75,PS,NO
3806,240705000,Trawlers|Purse_seines,26.5,83.0,117.62,OTB,PS
3807,247122110,Trawlers,24.0,68.0,441.6,OTB,NO
3808,224076360,Trawlers,23.47,61.2,295.07,OTB,NO
3809,224409830,Trawlers,25.2,77.0,275.94,OTB,NO
3810,205308000,Trawlers,21.39,53.0,213.0,TBB,OTB
3811,219868000,Set_gillnets,20.47,153.4,375.0,GNS,NO
3812,247124220,Trawlers,15.78,23.0,59.0,OTB,NO
3813,227827000,Trawlers,23.7,139.99,441.0,OTB,OTT
3814,224019680,Purse_seines,22.0,80.56,220.75,PS,NO
3815,263406440,Set_gillnets,17.5,37.32,220.73,GNS,GTR
3816,226199000,Set_gillnets,14.83,35.0,254.0,GNS,GTR
3817,244083000,Trawlers,22.74,82.0,221.0,TBB,NO
3818,247146290,Set_longlines|Set_gillnets,21.4,71.0,294.11,LLS,GNS
3819,219006157,Trawlers|Set_gillnets,16.65,49.3,221.0,OTB,GNS
3820,247110430,Trawlers|Purse_seines,23.0,63.0,333.0,OTB,PS
3821,224253750,Trawlers,16.56,19.0,94.19,OTB,NO
3822,263402280,Set_gillnets|Pots_and_traps,16.2,26.42,146.36,GNS,FPO
3823,224101940,Drifting_longlines,28.45,271.0,300.22,LLD,NO
3824,263408000,Trawlers,32.8,196.0,551.61,OTB,NO
3825,235094789,Set_gillnets|Trawlers,11.95,26.72,178.0,GNS,OTB
3826,247147040,Trawlers,23.25,69.0,316.0,OTB,NO
3827,245161000,Trawlers,36.47,213.0,894.0,DRB,NO
3828,237801000,Trawlers,27.0,137.0,305.07,OTB,NO
3829,261002431,Trawlers,17.38,33.0,121.0,OTB,OTM
3830,224275000,Trawlers,33.53,314.0,544.52,OTB,PTB
3831,247123490,Trawlers,18.66,32.0,330.9,OTB,NO
3832,224076970,Purse_seines,18.5,35.38,181.02,PS,NO
3833,224016170,Trawlers,19.22,63.28,213.14,OTB,NO
3834,224074660,Trawlers,23.2,117.87,99.34,OTB,NO
3835,247147390,Trawlers,27.72,159.0,478.0,OTB,NO
3836,265645290,Pots_and_traps|Set_gillnets,8.85,4.87,125.0,FPO,GNS
3837,247094410,Trawlers,15.35,27.0,162.0,OTB,NO
3838,250002036,Trawlers,55.95,1198.0,3840.0,OTM,NO
3839,224619000,Drifting_longlines,40.95,593.0,538.63,LLD,NO
3840,245282000,Trawlers,42.56,349.0,916.0,DRB,NO
3841,204824000,Pole_and_line|Set_longlines,30.17,145.0,496.45,LHP,LLS
3842,227692790,Set_gillnets|Pots_and_traps,11.82,11.04,250.0,GTR,FPO
3843,250106580,Trawlers|other_fishing,22.05,119.0,392.0,OTB,GND
3844,238771540,Purse_seines,25.82,90.0,358.0,PS,NO
3845,244020679,Pole_and_line,8.1,1.0,190.0,LHP,NO
3846,207827350,Trawlers|Set_gillnets,15.73,19.74,133.86,OTM,GNS
3847,235004900,Trawlers,18.07,108.0,221.0,OTB,NO
3848,211315620,Trawlers|Set_gillnets,23.69,59.0,184.0,TBB,GNS
3849,248000420,Set_longlines|Pots_and_traps,14.63,23.21,113.39,LLS,FPO
3850,237287000,Trawlers,29.15,124.0,367.55,OTB,NO
3851,224053530,Purse_seines,27.4,121.06,294.33,PS,NO
3852,247081520,Trawlers|Purse_seines,16.8,28.0,110.0,OTB,PS
3853,244818000,Trawlers,23.38,44.0,184.0,TBB,NO
3854,225384000,Set_longlines|Set_gillnets,31.8,258.0,370.13,LLS,GNS
3855,245235000,Trawlers,18.56,40.0,217.0,TBB,OTB
3856,211667030,Trawlers,16.2,33.0,217.0,TBB,OTB
3857,224126930,Trawlers,18.06,35.07,36.79,OTB,NO
3858,205307000,Set_gillnets,21.08,67.0,220.0,GNS,NO
3859,265630900,Set_gillnets,11.45,15.0,183.82,GNS,GNS
3860,219004144,Set_gillnets|Set_longlines,10.1,5.6,87.0,GNS,LLS
3861,278538000,Trawlers,12.32,7.48,184.0,OTB,DRB
3862,247142020,Trawlers|Set_longlines,19.75,55.0,309.0,OTB,LLS
3863,246464000,Trawlers,41.25,491.0,1470.0,TBB,NO
3864,227177420,Trawlers|Set_gillnets,10.95,16.62,147.0,DRB,GNS
3865,224066580,Drifting_longlines,26.4,172.0,262.69,LLD,NO
3866,244809000,Trawlers,40.0,294.0,806.0,DRB,NO
3867,224047270,Purse_seines,19.0,38.49,161.88,PS,NO
3868,227592000,Trawlers,22.5,159.71,375.0,OTB,NO
3869,255402260,Pole_and_line|Set_longlines,28.5,199.36,701.0,LHP,LLS
3870,224306000,Drifting_longlines,29.1,220.0,441.5,LLD,NO
3871,239146000,Purse_seines|Set_longlines,21.05,43.0,220.53,PS,LLS
3872,224192250,Trawlers,27.5,199.81,364.24,OTB,NO
3873,232503000,Trawlers,56.17,1349.0,2949.0,OTM,NO
3874,266371000,Trawlers|Pots_and_traps,14.89,40.0,280.0,OTB,FPO
3875,224030760,Trawlers,19.25,37.75,132.45,OTB,NO
3876,224047870,Trawlers,18.1,28.79,58.87,OTB,NO
3877,224208650,Trawlers,29.0,239.0,294.33,OTB,NO
3878,224259150,Trawlers,23.16,79.88,183.96,OTB,NO
3879,227317030,Trawlers,12.95,27.92,161.0,OTB,DRB
3880,219001522,Trawlers,18.27,49.1,268.0,OTB,OTB
3881,244615490,Trawlers|Set_gillnets,19.96,69.0,221.0,TBB,GNS
3882,247083530,Trawlers|Purse_seines,24.6,101.0,408.0,OTB,PS
3883,247068130,Trawlers|Purse_seines,22.26,53.0,184.0,OTB,PS
3884,237871000,Trawlers,29.1,137.0,268.31,OTB,NO
3885,237448000,Trawlers|Set_gillnets,20.3,47.0,363.87,OTB,GNS
3886,224151870,Trawlers,21.74,38.45,137.6,OTB,NO
3887,219751000,Trawlers,27.5,163.3,577.0,OTB,OTB
3888,211290000,Trawlers,22.82,82.0,221.0,TBB,OTB
3889,207829360,Trawlers|Set_gillnets,14.95,24.62,220.0,OTM,GNS
3890,219481000,Trawlers,33.0,221.0,565.0,OTB,OTB
3891,224106260,Purse_seines,30.4,287.0,662.25,PS,NO
3892,247147570,Trawlers,17.09,31.0,104.5,OTB,NO
3893,219006116,Trawlers,13.53,20.8,179.0,OTB,NO
3894,224012660,Purse_seines,27.0,127.0,306.11,PS,NO
3895,247110980,Purse_seines,22.76,61.0,183.8,PS,NO
3896,219007544,Trawlers|Set_gillnets,8.09,2.2,31.0,OTB,GNS
3897,247110360,Trawlers,20.37,55.0,294.2,OTB,NO
3898,224070490,Trawlers,21.6,56.74,198.68,OTB,NO
3899,238337540,Trawlers,24.94,155.0,625.0,OTB,NO
3900,263438000,Trawlers,24.23,155.54,515.0,OTB,NO
3901,224238430,Trawlers,18.24,41.58,40.47,OTB,NO
3902,235002690,Trawlers,28.0,468.0,1060.0,OTB,NO
3903,207828530,Set_gillnets|Trawlers,21.1,34.0,110.32,GNS,OTM
3904,224440790,Set_longlines|Pots_and_traps,15.94,16.1,117.73,LLS,FPO
3905,227316390,Trawlers,11.91,22.8,132.0,OTB,DRB
3906,235058829,Trawlers,26.25,153.0,450.0,OTM,NO
3907,277185000,Trawlers,25.5,117.0,220.0,OTB,OTM
3908,227322270,Trawlers|Set_gillnets,15.4,27.41,160.0,OTB,GTR
3909,240107000,Trawlers|Purse_seines,23.5,69.0,308.74,OTB,PS
3910,265720160,Pots_and_traps,8.81,4.63,125.03,FPO,FPO
3911,263407390,Purse_seines,21.0,66.84,320.0,PS,NO
3912,224782000,Purse_seines,105.0,3584.0,4417.95,PS,NO
3913,224104420,Purse_seines,20.53,36.13,316.41,PS,NO
3914,227681710,Trawlers|Set_gillnets,8.55,4.41,69.0,DRB,GNS
3915,247140220,Trawlers,20.26,54.0,206.0,OTB,PTM
3916,247082290,Trawlers,26.8,130.0,323.6,OTB,PTM
3917,266161000,Trawlers,15.35,35.0,238.0,OTB,OTB
3918,224209590,Trawlers,21.0,44.12,110.38,OTB,NO
3919,247140320,Purse_seines|Set_longlines,21.91,52.0,217.0,PS,LLS
