mmsi,itu_fishing,itu_label,itu_sublabel,itu_tonnage
257323620,Fishing vessel,Fishing vessel,,11.0
257323700,Fishing vessel,Fishing vessel,,
257323900,Fishing vessel,Fishing vessel,,
257324020,Fishing vessel,Fishing vessel,,11.0
257324120,Fishing vessel,Fishing vessel,,
257324220,Fishing vessel,Fishing vessel,,5.0
257324320,Fishing vessel,Fishing vessel,,11.0
257324420,Fishing vessel,Fishing vessel,,6.0
257324500,Fishing vessel,Fishing vessel,,
257324720,Fishing vessel,Fishing vessel,,18.0
257324820,Fishing vessel,Fishing vessel,,11.0
257325120,Fishing vessel,Fishing vessel,,14.0
257325220,Fishing vessel,Fishing vessel,,9.0
257325320,Fishing vessel,Fishing vessel,,17.0
257325420,Fishing vessel,Fishing vessel,,9.0
257331820,Fishing vessel,Fishing vessel,,11.0
257331920,Fishing vessel,Fishing vessel,,23.0
257332320,Fishing vessel,Fishing vessel,,9.0
257332420,Fishing vessel,Fishing vessel,,
257332520,Fishing vessel,Fishing vessel,,7.0
257332620,Fishing vessel,Fishing vessel,,10.0
257332720,Fishing vessel,Fishing vessel,,6.0
257332900,Fishing vessel,Fishing vessel,,
257333120,Fishing vessel,Fishing vessel,,7.0
257333220,Fishing vessel,Fishing vessel,,17.0
257333320,Fishing vessel,Fishing vessel,,14.0
257333420,Fishing vessel,Fishing vessel,,24.0
257333520,Fishing vessel,Fishing vessel,,7.0
257333820,Fishing vessel,Fishing vessel,,7.0
257333920,Fishing vessel,Fishing vessel,,10.0
257334120,Fishing vessel,Fishing vessel,,8.0
257334320,Fishing vessel,Fishing vessel,,
257334420,Fishing vessel,Fishing vessel,,17.0
257334520,Fishing vessel,Fishing vessel,,10.0
257334700,Fishing vessel,Fishing vessel,,
257334820,Fishing vessel,Fishing vessel,,12.0
257334900,Fishing vessel,Fishing vessel,,
257335120,Fishing vessel,Fishing vessel,,
257335220,Fishing vessel,Fishing vessel,,11.0
257335320,Fishing vessel,Fishing vessel,,8.0
257335420,Fishing vessel,Fishing vessel,,9.0
257335520,Fishing vessel,Fishing vessel,,8.0
257335620,Fishing vessel,Fishing vessel,,9.0
257335720,Fishing vessel,Fishing vessel,,8.0
257335820,Fishing vessel,Fishing vessel,,14.0
257335920,Fishing vessel,Fishing vessel,,12.0
257336000,Fishing vessel,Fishing vessel,,287.0
257336020,Fishing vessel,Fishing vessel,,6.0
257336120,Fishing vessel,Fishing vessel,,4.0
257336220,Fishing vessel,Fishing vessel,,8.0
257336420,Fishing vessel,Fishing vessel,,21.0
257336500,Fishing vessel,Fishing vessel,,
257336600,Fishing vessel,Fishing vessel,,
257336820,Fishing vessel,Fishing vessel,,
257336920,Fishing vessel,Fishing vessel,,12.0
257337020,Fishing vessel,Fishing vessel,,25.0
257337120,Fishing vessel,Fishing vessel,,13.0
257337620,Fishing vessel,Fishing vessel,,10.0
257337720,Fishing vessel,Fishing vessel,,
257337820,Fishing vessel,Fishing vessel,,10.0
257337920,Fishing vessel,Fishing vessel,,14.0
257338500,Fishing vessel,Fishing vessel,,
257338520,Fishing vessel,Fishing vessel,,
257338620,Fishing vessel,Fishing vessel,,
257338720,Fishing vessel,Fishing vessel,,8.0
257338920,Fishing vessel,Fishing vessel,,5.0
257339120,Fishing vessel,Fishing vessel,,14.0
257339520,Fishing vessel,Fishing vessel,,9.0
257339800,Fishing vessel,Fishing vessel,,
257339820,Fishing vessel,Fishing vessel,,6.0
257340120,Fishing vessel,Fishing vessel,,6.0
257340420,Fishing vessel,Fishing vessel,,
257340520,Fishing vessel,Fishing vessel,,11.0
257340620,Fishing vessel,Fishing vessel,,
257340820,Fishing vessel,Fishing vessel,,25.0
257340900,Fishing vessel,Fishing vessel,,
257340920,Fishing vessel,Fishing vessel,,7.0
257341120,Fishing vessel,Fishing vessel,,14.0
257341220,Fishing vessel,Fishing vessel,,17.0
257341320,Fishing vessel,Fishing vessel,,9.0
257341420,Fishing vessel,Fishing vessel,,24.0
257341500,Fishing vessel,Fishing vessel,,
257341600,Fishing vessel,Fishing vessel,,
257341620,Fishing vessel,Fishing vessel,,2.0
257341900,Fishing vessel,Fishing vessel,,
257342020,Fishing vessel,Fishing vessel,,46.0
257342420,Fishing vessel,Fishing vessel,,10.0
257342520,Fishing vessel,Fishing vessel,,
257342600,Fishing vessel,Fishing vessel,,
257342700,Fishing vessel,Fishing vessel,,
257342720,Fishing vessel,Fishing vessel,,10.0
257342800,Fishing vessel,Fishing vessel,,
257342820,Fishing vessel,Fishing vessel,,
257342920,Fishing vessel,Fishing vessel,,7.0
257343020,Fishing vessel,Fishing vessel,,17.0
257343120,Fishing vessel,Fishing vessel,,9.0
257343220,Fishing vessel,Fishing vessel,,8.0
257343320,Fishing vessel,Fishing vessel,,21.0
257343620,Fishing vessel,Fishing vessel,,9.0
257343720,Fishing vessel,Fishing vessel,,25.0
257343820,Fishing vessel,Fishing vessel,,8.0
257343900,Fishing vessel,Fishing vessel,,
257343920,Fishing vessel,Fishing vessel,,8.0
257344020,Fishing vessel,Fishing vessel,,11.0
257344220,Fishing vessel,Fishing vessel,,
257344320,Fishing vessel,Fishing vessel,,
257344420,Fishing vessel,Fishing vessel,,
257344520,Fishing vessel,Fishing vessel,,8.0
257344600,Fishing vessel,Fishing vessel,,
257344620,Fishing vessel,Fishing vessel,,8.0
257344800,Fishing vessel,Fishing vessel,,
257344920,Fishing vessel,Fishing vessel,,7.0
257345020,Fishing vessel,Fishing vessel,,8.0
257345120,Fishing vessel,Fishing vessel,,9.0
257345220,Fishing vessel,Fishing vessel,,17.0
257345320,Fishing vessel,Fishing vessel,,10.0
257345520,Fishing vessel,Fishing vessel,,12.0
257345600,Fishing vessel,Fishing vessel,,
257345620,Fishing vessel,Fishing vessel,,11.0
257345720,Fishing vessel,Fishing vessel,,17.0
257345820,Fishing vessel,Fishing vessel,,17.0
257346120,Fishing vessel,Fishing vessel,,13.0
257346220,Fishing vessel,Fishing vessel,,8.0
257346320,Fishing vessel,Fishing vessel,,13.0
257346720,Fishing vessel,Fishing vessel,,24.0
257346920,Fishing vessel,Fishing vessel,,24.0
257347120,Fishing vessel,Fishing vessel,,12.0
257347320,Fishing vessel,Fishing vessel,,8.0
257347500,Fishing vessel,Fishing vessel,,
257347520,Fishing vessel,Fishing vessel,,13.0
257347800,Fishing vessel,Fishing vessel,,
257347920,Fishing vessel,Fishing vessel,,
257348220,Fishing vessel,Fishing vessel,,18.0
257348520,Fishing vessel,Fishing vessel,,6.0
257348600,Fishing vessel,Fishing vessel,,
257348620,Fishing vessel,Fishing vessel,,8.0
257348700,Fishing vessel,Fishing vessel,,
257348820,Fishing vessel,Fishing vessel,,7.0
257348920,Fishing vessel,Fishing vessel,,8.0
257349120,Fishing vessel,Fishing vessel,,7.0
257349420,Fishing vessel,Fishing vessel,,4.0
257349500,Fishing vessel,Fishing vessel,,279.0
257349600,Fishing vessel,Fishing vessel,,
257349620,Fishing vessel,Fishing vessel,,8.0
257349720,Fishing vessel,Fishing vessel,,24.0
257349820,Fishing vessel,Fishing vessel,,10.0
257350320,Fishing vessel,Fishing vessel,,5.0
257350420,Fishing vessel,Fishing vessel,,
257350520,Fishing vessel,Fishing vessel,,17.0
257350620,Fishing vessel,Fishing vessel,,
257350820,Fishing vessel,Fishing vessel,,10.0
257351020,Fishing vessel,Fishing vessel,,
257351120,Fishing vessel,Fishing vessel,,
257351320,Fishing vessel,Fishing vessel,,12.0
257351420,Fishing vessel,Fishing vessel,,
257351520,Fishing vessel,Fishing vessel,,7.0
257351600,Fishing vessel,Fishing vessel,,
257351620,Fishing vessel,Fishing vessel,,
257351820,Fishing vessel,Fishing vessel,,10.0
257351900,Fishing vessel,Fishing vessel,,
257352220,Fishing vessel,Fishing vessel,,9.0
257352520,Fishing vessel,Fishing vessel,,24.0
257352700,Fishing vessel,Fishing vessel,,
257352800,Fishing vessel,Fishing vessel,,7.0
257352820,Fishing vessel,Fishing vessel,,7.0
257353020,Fishing vessel,Fishing vessel,,
257353320,Fishing vessel,Fishing vessel,,24.0
257353500,Fishing vessel,Fishing vessel,,
257353520,Fishing vessel,Fishing vessel,,
257353600,Fishing vessel,Fishing vessel,,
257353620,Fishing vessel,Fishing vessel,,17.0
257353720,Fishing vessel,Fishing vessel,,
257354020,Fishing vessel,Fishing vessel,,17.0
257354220,Fishing vessel,Fishing vessel,,
257354420,Fishing vessel,Fishing vessel,,
257354500,Fishing vessel,Fishing vessel,,
257354620,Fishing vessel,Fishing vessel,,
257354700,Fishing vessel,Fishing vessel,,
257354920,Fishing vessel,Fishing vessel,,
257355020,Fishing vessel,Fishing vessel,,17.0
257355220,Fishing vessel,Fishing vessel,,
257355820,Fishing vessel,Fishing vessel,,13.0
257356120,Fishing vessel,Fishing vessel,,
257356320,Fishing vessel,Fishing vessel,,8.0
257356420,Fishing vessel,Fishing vessel,,7.0
257356720,Fishing vessel,Fishing vessel,,5.0
257357020,Fishing vessel,Fishing vessel,,8.0
257357120,Fishing vessel,Fishing vessel,,20.0
257357220,Fishing vessel,Fishing vessel,,
257357320,Fishing vessel,Fishing vessel,,
257357420,Fishing vessel,Fishing vessel,,
257357500,Fishing vessel,Fishing vessel,,
257357620,Fishing vessel,Fishing vessel,,6.0
257357700,Fishing vessel,Fishing vessel,,
257357920,Fishing vessel,Fishing vessel,,14.0
257358020,Fishing vessel,Fishing vessel,,
257358120,Fishing vessel,Fishing vessel,,15.0
257358220,Fishing vessel,Fishing vessel,,
257358500,Fishing vessel,Fishing vessel,,
257358520,Fishing vessel,Fishing vessel,,
257358820,Fishing vessel,Fishing vessel,,15.0
257359020,Fishing vessel,Fishing vessel,,10.0
257359120,Fishing vessel,Fishing vessel,,
257359220,Fishing vessel,Fishing vessel,,6.0
257359420,Fishing vessel,Fishing vessel,,
257359620,Fishing vessel,Fishing vessel,,4.0
257359720,Fishing vessel,Fishing vessel,,12.0
257359820,Fishing vessel,Fishing vessel,,
257360020,Fishing vessel,Fishing vessel,,23.0
257360220,Fishing vessel,Fishing vessel,,24.0
257360320,Fishing vessel,Fishing vessel,,8.0
257360420,Fishing vessel,Fishing vessel,,8.0
257360620,Fishing vessel,Fishing vessel,,
257361220,Fishing vessel,Fishing vessel,,
257361320,Fishing vessel,Fishing vessel,,15.0
257361520,Fishing vessel,Fishing vessel,,7.0
257361700,Fishing vessel,Fishing vessel,,10.0
257361820,Fishing vessel,Fishing vessel,,17.0
257361920,Fishing vessel,Fishing vessel,,15.0
257362020,Fishing vessel,Fishing vessel,,
257362320,Fishing vessel,Fishing vessel,,19.0
257362420,Fishing vessel,Fishing vessel,,15.0
257362700,Fishing vessel,Fishing vessel,,
257362900,Fishing vessel,Fishing vessel,,
257363020,Fishing vessel,Fishing vessel,,
257363220,Fishing vessel,Fishing vessel,,4.0
257363320,Fishing vessel,Fishing vessel,,
257363520,Fishing vessel,Fishing vessel,,7.0
257363720,Fishing vessel,Fishing vessel,,9.0
257364420,Fishing vessel,Fishing vessel,,
257364500,Fishing vessel,Fishing vessel,,
257364520,Fishing vessel,Fishing vessel,,24.0
257365220,Fishing vessel,Fishing vessel,,
257365500,Fishing vessel,Fishing vessel,,
257365620,Fishing vessel,Fishing vessel,,
257365720,Fishing vessel,Fishing vessel,,
257365820,Fishing vessel,Fishing vessel,,
257366520,Fishing vessel,Fishing vessel,,
257366620,Fishing vessel,Fishing vessel,,
257367000,Fishing vessel,Fishing vessel,,499.0
257367120,Fishing vessel,Fishing vessel,,9.0
257367320,Fishing vessel,Fishing vessel,,
257367420,Fishing vessel,Fishing vessel,,
257367720,Fishing vessel,Fishing vessel,,12.0
257367820,Fishing vessel,Fishing vessel,,8.0
257368020,Fishing vessel,Fishing vessel,,7.0
257368220,Fishing vessel,Fishing vessel,,24.0
257368420,Fishing vessel,Fishing vessel,,11.0
257368520,Fishing vessel,Fishing vessel,,9.0
257368720,Fishing vessel,Fishing vessel,,7.0
257368920,Fishing vessel,Fishing vessel,,10.0
257369020,Fishing vessel,Fishing vessel,,
257369120,Fishing vessel,Fishing vessel,,9.0
257369220,Fishing vessel,Fishing vessel,,
257369520,Fishing vessel,Fishing vessel,,12.0
257369820,Fishing vessel,Fishing vessel,,8.0
257369900,Fishing vessel,Fishing vessel,,
257369920,Fishing vessel,Fishing vessel,,
257370420,Fishing vessel,Fishing vessel,,4.0
257370600,Fishing vessel,Fishing vessel,,
257370720,Fishing vessel,Fishing vessel,,
257371020,Fishing vessel,Fishing vessel,,4.0
257371420,Fishing vessel,Fishing vessel,,
257371620,Fishing vessel,Fishing vessel,,
257371820,Fishing vessel,Fishing vessel,,
257371900,Fishing vessel,Fishing vessel,,
257371920,Fishing vessel,Fishing vessel,,
257372000,Fishing vessel,Fishing vessel,,2793.0
257372120,Fishing vessel,Fishing vessel,,4.0
257372920,Fishing vessel,Fishing vessel,,
257373020,Fishing vessel,Fishing vessel,,
257373220,Fishing vessel,Fishing vessel,,
257373620,Fishing vessel,Fishing vessel,,
257373720,Fishing vessel,Fishing vessel,,
257373820,Fishing vessel,Fishing vessel,,
257373900,Fishing vessel,Fishing vessel,,
257374520,Fishing vessel,Fishing vessel,,
257375220,Fishing vessel,Fishing vessel,,
257375600,Fishing vessel,Fishing vessel,,
257375620,Fishing vessel,Fishing vessel,,
257375720,Fishing vessel,Fishing vessel,,
257376020,Fishing vessel,Fishing vessel,,
257376420,Fishing vessel,Fishing vessel,,11.0
257376720,Fishing vessel,Fishing vessel,,
257377020,Fishing vessel,Fishing vessel,,8.0
257377220,Fishing vessel,Fishing vessel,,
257377320,Fishing vessel,Fishing vessel,,
257377520,Fishing vessel,Fishing vessel,,24.0
257377800,Fishing vessel,Fishing vessel,,
257377920,Fishing vessel,Fishing vessel,,
257378020,Fishing vessel,Fishing vessel,,
257378120,Fishing vessel,Fishing vessel,,
257378220,Fishing vessel,Fishing vessel,,
257378520,Fishing vessel,Fishing vessel,,
257378600,Fishing vessel,Fishing vessel,,
257378620,Fishing vessel,Fishing vessel,,
257378820,Fishing vessel,Fishing vessel,,
257378920,Fishing vessel,Fishing vessel,,
257379420,Fishing vessel,Fishing vessel,,15.0
257379600,Fishing vessel,Fishing vessel,,
257379620,Fishing vessel,Fishing vessel,,15.0
257379800,Fishing vessel,Fishing vessel,,
257379820,Fishing vessel,Fishing vessel,,11.0
257379900,Fishing vessel,Fishing vessel,,
257380020,Fishing vessel,Fishing vessel,,
257380120,Fishing vessel,Fishing vessel,,
257380220,Fishing vessel,Fishing vessel,,
257380320,Fishing vessel,Fishing vessel,,8.0
257380620,Fishing vessel,Fishing vessel,,23.0
257380900,Fishing vessel,Fishing vessel,,3.0
257380920,Fishing vessel,Fishing vessel,,
257381320,Fishing vessel,Fishing vessel,,
257381520,Fishing vessel,Fishing vessel,,10.0
257381620,Fishing vessel,Fishing vessel,,
257381920,Fishing vessel,Fishing vessel,,
257382120,Fishing vessel,Fishing vessel,,
257382220,Fishing vessel,Fishing vessel,,12.0
257382420,Fishing vessel,Fishing vessel,,
257382900,Fishing vessel,Fishing vessel,,
257383020,Fishing vessel,Fishing vessel,,
257383120,Fishing vessel,Fishing vessel,,
257383420,Fishing vessel,Fishing vessel,,
257383620,Fishing vessel,Fishing vessel,,2.0
257383920,Fishing vessel,Fishing vessel,,
257384020,Fishing vessel,Fishing vessel,,8.0
257384520,Fishing vessel,Fishing vessel,,
257384600,Fishing vessel,Fishing vessel,,
257384820,Fishing vessel,Fishing vessel,,10.0
257384920,Fishing vessel,Fishing vessel,,
257385020,Fishing vessel,Fishing vessel,,
257385220,Fishing vessel,Fishing vessel,,15.0
257385520,Fishing vessel,Fishing vessel,,
257386320,Fishing vessel,Fishing vessel,,24.0
257386420,Fishing vessel,Fishing vessel,,4.0
257386620,Fishing vessel,Fishing vessel,,
257386920,Fishing vessel,Fishing vessel,,3.0
257387000,Fishing vessel,Fishing vessel,,270.0
257387220,Fishing vessel,Fishing vessel,,7.0
257387320,Fishing vessel,Fishing vessel,,12.0
257387520,Fishing vessel,Fishing vessel,,
257387620,Fishing vessel,Fishing vessel,,
257387820,Fishing vessel,Fishing vessel,,
257388000,Fishing vessel,Trawlers,Trawlers,833.0
257388120,Fishing vessel,Fishing vessel,,
257388220,Fishing vessel,Fishing vessel,,
257388420,Fishing vessel,Fishing vessel,,
257388520,Fishing vessel,Fishing vessel,,
257388620,Fishing vessel,Fishing vessel,,5.0
257388820,Fishing vessel,Fishing vessel,,
257389320,Fishing vessel,Fishing vessel,,
257390800,Fishing vessel,Fishing vessel,,
257390920,Fishing vessel,Fishing vessel,,24.0
257391020,Fishing vessel,Fishing vessel,,
257391120,Fishing vessel,Fishing vessel,,
257391320,Fishing vessel,Fishing vessel,,8.0
257391500,Fishing vessel,Fishing vessel,,8.0
257391600,Fishing vessel,Fishing vessel,,
257391620,Fishing vessel,Fishing vessel,,23.0
257391700,Fishing vessel,Fishing vessel,,
257391720,Fishing vessel,Fishing vessel,,
257391920,Fishing vessel,Fishing vessel,,
257392120,Fishing vessel,Fishing vessel,,15.0
257392320,Fishing vessel,Fishing vessel,,17.0
257392600,Fishing vessel,Fishing vessel,,
257392720,Fishing vessel,Fishing vessel,,
257392920,Fishing vessel,Fishing vessel,,
257393420,Fishing vessel,Fishing vessel,,
257393700,Fishing vessel,Fishing vessel,,
257393720,Fishing vessel,Fishing vessel,,
257394020,Fishing vessel,Fishing vessel,,
257394600,Fishing vessel,Fishing vessel,,
257394800,Fishing vessel,Fishing vessel,,
257394820,Fishing vessel,Fishing vessel,,
257394900,Fishing vessel,Fishing vessel,,
257394920,Fishing vessel,Fishing vessel,,
257395320,Fishing vessel,Fishing vessel,,
257395520,Fishing vessel,Fishing vessel,,
257395600,Fishing vessel,Fishing vessel,,
257396000,Fishing vessel,Fishing vessel,,188.0
257396120,Fishing vessel,Fishing vessel,,
257396320,Fishing vessel,Fishing vessel,,
257396820,Fishing vessel,Fishing vessel,,
257396920,Fishing vessel,Fishing vessel,,14.0
257397120,Fishing vessel,Fishing vessel,,
257397720,Fishing vessel,Fishing vessel,,
257397900,Fishing vessel,Fishing vessel,,
257398120,Fishing vessel,Fishing vessel,,17.0
257398220,Fishing vessel,Fishing vessel,,
257398320,Fishing vessel,Fishing vessel,,
257398500,Fishing vessel,Fishing vessel,,
257398800,Fishing vessel,Fishing vessel,,
257398900,Fishing vessel,Fishing vessel,,
257398920,Fishing vessel,Fishing vessel,,12.0
257399120,Fishing vessel,Fishing vessel,,
257399720,Fishing vessel,Fishing vessel,,21.0
257399800,Fishing vessel,Fishing vessel,,
257399900,Fishing vessel,Fishing vessel,,
257400020,Fishing vessel,Fishing vessel,,12.0
257400220,Fishing vessel,Fishing vessel,,8.0
257400620,Fishing vessel,Fishing vessel,,
257400700,Fishing vessel,Fishing vessel,,
257400800,Fishing vessel,Fishing vessel,,
257400900,Fishing vessel,Fishing vessel,,
257401120,Fishing vessel,Fishing vessel,,
257401220,Fishing vessel,Fishing vessel,,
257401320,Fishing vessel,Fishing vessel,,
257401420,Fishing vessel,Fishing vessel,,10.0
257401700,Fishing vessel,Fishing vessel,,5.0
257401800,Fishing vessel,Fishing vessel,,
257401900,Fishing vessel,Fishing vessel,,
257401920,Fishing vessel,Fishing vessel,,23.0
257402320,Fishing vessel,Fishing vessel,,
257402420,Fishing vessel,Fishing vessel,,
257402500,Fishing vessel,Fishing vessel,,
257402620,Fishing vessel,Fishing vessel,,
257402720,Fishing vessel,Fishing vessel,,
257403700,Fishing vessel,Fishing vessel,,
257403920,Fishing vessel,Fishing vessel,,
257404020,Fishing vessel,Fishing vessel,,5.0
257404120,Fishing vessel,Fishing vessel,,17.0
257404500,Fishing vessel,Fishing vessel,,
257404520,Fishing vessel,Fishing vessel,,
257404600,Fishing vessel,Fishing vessel,,
257404620,Fishing vessel,Fishing vessel,,
257404720,Fishing vessel,Fishing vessel,,5.0
257404800,Fishing vessel,Fishing vessel,,
257404820,Fishing vessel,Fishing vessel,,15.0
257404920,Fishing vessel,Fishing vessel,,
257405020,Fishing vessel,Fishing vessel,,
257405120,Fishing vessel,Fishing vessel,,14.0
257405220,Fishing vessel,Fishing vessel,,
257405320,Fishing vessel,Fishing vessel,,
257405500,Fishing vessel,Fishing vessel,,83.0
257405600,Fishing vessel,Fishing vessel,,
257405700,Fishing vessel,Fishing vessel,,
257405820,Fishing vessel,Fishing vessel,,8.0
257405920,Fishing vessel,Fishing vessel,,12.0
257406020,Fishing vessel,Fishing vessel,,
257406120,Fishing vessel,Fishing vessel,,
257406220,Fishing vessel,Fishing vessel,,
257406420,Fishing vessel,Fishing vessel,,
257406500,Fishing vessel,Fishing vessel,,60.0
257406600,Fishing vessel,Fishing vessel,,45.0
257406800,Fishing vessel,Fishing vessel,,
257407500,Fishing vessel,Fishing vessel,,
257407600,Fishing vessel,Fishing vessel,,49.0
257407700,Fishing vessel,Fishing vessel,,
257407800,Fishing vessel,Fishing vessel,,
257407900,Fishing vessel,Fishing vessel,,
257408020,Fishing vessel,Fishing vessel,,3.0
257408120,Fishing vessel,Fishing vessel,,
257408500,Fishing vessel,Fishing vessel,,116.0
257408600,Fishing vessel,Fishing vessel,,
257408700,Fishing vessel,Fishing vessel,,
257408800,Fishing vessel,Fishing vessel,,
257408820,Fishing vessel,Fishing vessel,,
257409120,Fishing vessel,Fishing vessel,,
257409420,Fishing vessel,Fishing vessel,,
257409500,Fishing vessel,Trawlers,Trawlers,257.0
257409600,Fishing vessel,Fishing vessel,,
257409700,Fishing vessel,Fishing vessel,,
257409800,Fishing vessel,Fishing vessel,,
257409820,Fishing vessel,Fishing vessel,,
257409920,Fishing vessel,Fishing vessel,,
257410020,Fishing vessel,Fishing vessel,,
257410320,Fishing vessel,Fishing vessel,,
257410420,Fishing vessel,Fishing vessel,,
257410500,Fishing vessel,Fishing vessel,,
257410600,Fishing vessel,Fishing vessel,,
257410700,Fishing vessel,Fishing vessel,,
257410720,Fishing vessel,Fishing vessel,,
257410800,Fishing vessel,Fishing vessel,,
257411420,Fishing vessel,Fishing vessel,,
257411500,Fishing vessel,Fishing vessel,,
257411620,Fishing vessel,Fishing vessel,,
257411700,Fishing vessel,Fishing vessel,,
257411800,Fishing vessel,Fishing vessel,,
257411820,Fishing vessel,Fishing vessel,,
257411900,Fishing vessel,Fishing vessel,,
257411920,Fishing vessel,Fishing vessel,,
257412220,Fishing vessel,Fishing vessel,,17.0
257412420,Fishing vessel,Fishing vessel,,
257412600,Fishing vessel,Fishing vessel,,
257412620,Fishing vessel,Fishing vessel,,12.0
257412700,Fishing vessel,Fishing vessel,,
257412800,Fishing vessel,Fishing vessel,,
257413020,Fishing vessel,Fishing vessel,,
257413420,Fishing vessel,Fishing vessel,,
257413500,Fishing vessel,Fishing vessel,,72.0
257413600,Fishing vessel,Fishing vessel,,
257413700,Fishing vessel,Fishing vessel,,
257413720,Fishing vessel,Fishing vessel,,17.0
257413800,Fishing vessel,Fishing vessel,,
257413820,Fishing vessel,Fishing vessel,,
257414220,Fishing vessel,Fishing vessel,,
257414320,Fishing vessel,Fishing vessel,,
257414420,Fishing vessel,Fishing vessel,,24.0
257414600,Fishing vessel,Fishing vessel,,9.0
257414700,Fishing vessel,Fishing vessel,,
257414720,Fishing vessel,Fishing vessel,,
257414800,Fishing vessel,Fishing vessel,,
257414820,Fishing vessel,Fishing vessel,,11.0
257414920,Fishing vessel,Fishing vessel,,
257415120,Fishing vessel,Fishing vessel,,15.0
257415220,Fishing vessel,Fishing vessel,,
257415420,Fishing vessel,Fishing vessel,,
257415600,Fishing vessel,Fishing vessel,,
257415620,Fishing vessel,Fishing vessel,,
257415700,Fishing vessel,Fishing vessel,,
257415720,Fishing vessel,Fishing vessel,,
257415800,Fishing vessel,Fishing vessel,,
257415920,Fishing vessel,Fishing vessel,,
257416000,Fishing vessel,Fishing vessel,,388.0
257416120,Fishing vessel,Fishing vessel,,
257416420,Fishing vessel,Fishing vessel,,13.0
257416500,Fishing vessel,Fishing vessel,,
257416520,Fishing vessel,Fishing vessel,,
257416600,Fishing vessel,Fishing vessel,,
257416720,Fishing vessel,Fishing vessel,,13.0
257417600,Fishing vessel,Fishing vessel,,
257417700,Fishing vessel,Fishing vessel,,
257417800,Fishing vessel,Fishing vessel,,
257417820,Fishing vessel,Fishing vessel,,9.0
257417920,Fishing vessel,Fishing vessel,,
257418120,Fishing vessel,Fishing vessel,,
257418420,Fishing vessel,Fishing vessel,,
257418500,Fishing vessel,Fishing vessel,,
257418600,Fishing vessel,Fishing vessel,,
257418700,Fishing vessel,Fishing vessel,,10.0
257418820,Fishing vessel,Fishing vessel,,
257418900,Fishing vessel,Fishing vessel,,
257418920,Fishing vessel,Fishing vessel,,
257419020,Fishing vessel,Fishing vessel,,
257419320,Fishing vessel,Fishing vessel,,
257419420,Fishing vessel,Fishing vessel,,11.0
257419600,Fishing vessel,Fishing vessel,,
257419720,Fishing vessel,Fishing vessel,,14.0
257419800,Fishing vessel,Fishing vessel,,
257419900,Fishing vessel,Fishing vessel,,
257420020,Fishing vessel,Fishing vessel,,
257420320,Fishing vessel,Fishing vessel,,14.0
257420620,Fishing vessel,Fishing vessel,,
257420700,Fishing vessel,Fishing vessel,,
257420800,Fishing vessel,Fishing vessel,,
257420820,Fishing vessel,Fishing vessel,,10.0
257421120,Fishing vessel,Fishing vessel,,
257421500,Fishing vessel,Fishing vessel,,91.0
257421600,Fishing vessel,Fishing vessel,,
257421620,Fishing vessel,Fishing vessel,,
257421700,Fishing vessel,Fishing vessel,,
257421720,Fishing vessel,Fishing vessel,,
257421800,Fishing vessel,Fishing vessel,,6.0
257421820,Fishing vessel,Fishing vessel,,
257422120,Fishing vessel,Fishing vessel,,14.0
257422220,Fishing vessel,Fishing vessel,,
257422320,Fishing vessel,Fishing vessel,,
257422420,Fishing vessel,Fishing vessel,,
257422500,Fishing vessel,Fishing vessel,,
257422620,Fishing vessel,Fishing vessel,,7.0
257422720,Fishing vessel,Fishing vessel,,17.0
257422820,Fishing vessel,Fishing vessel,,
257422920,Fishing vessel,Fishing vessel,,
257423000,Fishing vessel,Fishing vessel,,204.0
257423020,Fishing vessel,Fishing vessel,,
257423320,Fishing vessel,Fishing vessel,,
257423520,Fishing vessel,Fishing vessel,,
257423620,Fishing vessel,Fishing vessel,,
257423700,Fishing vessel,Fishing vessel,,
257423720,Fishing vessel,Fishing vessel,,
257423800,Fishing vessel,Fishing vessel,,
257423820,Fishing vessel,Fishing vessel,,
257423900,Fishing vessel,Fishing vessel,,
257424220,Fishing vessel,Fishing vessel,,
257424600,Fishing vessel,Fishing vessel,,12.0
257424700,Fishing vessel,Fishing vessel,,
257424720,Fishing vessel,Fishing vessel,,
257424800,Fishing vessel,Fishing vessel,,
257424820,Fishing vessel,Fishing vessel,,
257424900,Fishing vessel,Fishing vessel,,
257425420,Fishing vessel,Fishing vessel,,
257425600,Fishing vessel,Fishing vessel,,
257425700,Fishing vessel,Fishing vessel,,
257425720,Fishing vessel,Fishing vessel,,
257425800,Fishing vessel,Fishing vessel,,
257425820,Fishing vessel,Fishing vessel,,
257426220,Fishing vessel,Fishing vessel,,
257426320,Fishing vessel,Fishing vessel,,
257426420,Fishing vessel,Fishing vessel,,9.0
257426700,Fishing vessel,Fishing vessel,,
257426720,Fishing vessel,Fishing vessel,,14.0
257426800,Fishing vessel,Fishing vessel,,
257426820,Fishing vessel,Fishing vessel,,14.0
257426920,Fishing vessel,Fishing vessel,,
257427500,Fishing vessel,Fishing vessel,,44.0
257427600,Fishing vessel,Fishing vessel,,24.0
257427700,Fishing vessel,Fishing vessel,,
257427800,Fishing vessel,Fishing vessel,,
257427920,Fishing vessel,Fishing vessel,,
257428120,Fishing vessel,Fishing vessel,,9.0
257428500,Fishing vessel,Fishing vessel,,
