mmsi,geartype,secondary geartype,length,tonnage,country
412413159,Fishing vessel,Fishing vessel,,,CHN
412413161,Fishing vessel,Fishing vessel,,,CHN
412413163,Fishing vessel,Fishing vessel,,,CHN
412413164,Fishing vessel,Fishing vessel,,,CHN
412413165,Fishing vessel,Fishing vessel,,,CHN
412413168,Fishing vessel,Fishing vessel,,,CHN
412413169,Fishing vessel,Fishing vessel,,,CHN
412413171,Fishing vessel,Fishing vessel,,,CHN
412413172,Fishing vessel,Fishing vessel,,,CHN
412413173,Fishing vessel,Fishing vessel,,,CHN
412413175,Fishing vessel,Fishing vessel,,,CHN
412413176,Fishing vessel,Fishing vessel,,,CHN
412413177,Fishing vessel,Fishing vessel,,,CHN
412413179,Fishing vessel,Fishing vessel,,,CHN
412413181,Fishing vessel,Fishing vessel,,,CHN
412413183,Fishing vessel,Fishing vessel,,,CHN
412413184,Fishing vessel,Fishing vessel,,,CHN
412413185,Fishing vessel,Fishing vessel,,,CHN
412413191,Fishing vessel,Fishing vessel,,,CHN
412413192,Fishing vessel,Fishing vessel,,,CHN
412413195,Fishing vessel,Fishing vessel,,,CHN
412413199,Fishing vessel,Fishing vessel,,,CHN
412413204,Fishing vessel,Fishing vessel,,,CHN
412413205,Fishing vessel,Fishing vessel,,,CHN
412413207,Fishing vessel,Fishing vessel,,,CHN
412413208,Fishing vessel,Fishing vessel,,,CHN
412413211,Fishing vessel,Fishing vessel,,,CHN
412413214,Fishing vessel,Fishing vessel,,,CHN
412413215,Fishing vessel,Fishing vessel,,,CHN
412413216,Fishing vessel,Fishing vessel,,,CHN
412413224,Fishing vessel,Fishing vessel,,,CHN
412413226,Fishing vessel,Fishing vessel,,,CHN
412413228,Fishing vessel,Fishing vessel,,,CHN
412413229,Fishing vessel,Fishing vessel,,,CHN
412413232,Fishing vessel,Fishing vessel,,,CHN
412413233,Fishing vessel,Fishing vessel,,,CHN
412413234,Fishing vessel,Fishing vessel,,,CHN
412413235,Fishing vessel,Fishing vessel,,,CHN
412413236,Fishing vessel,Fishing vessel,,,CHN
412413242,Fishing vessel,Fishing vessel,,,CHN
412413243,Fishing vessel,Fishing vessel,,,CHN
412413244,Fishing vessel,Fishing vessel,,,CHN
412413247,Fishing vessel,Fishing vessel,,,CHN
412413248,Fishing vessel,Fishing vessel,,,CHN
412413251,Fishing vessel,Fishing vessel,,,CHN
412413253,Fishing vessel,Fishing vessel,,,CHN
412413254,Fishing vessel,Fishing vessel,,,CHN
412413255,Fishing vessel,Fishing vessel,,,CHN
412413256,Fishing vessel,Fishing vessel,,,CHN
412413257,Fishing vessel,Fishing vessel,,,CHN
412413261,Fishing vessel,Fishing vessel,,,CHN
412413262,Fishing vessel,Fishing vessel,,,CHN
412413263,Fishing vessel,Fishing vessel,,,CHN
412413264,Fishing vessel,Fishing vessel,,,CHN
412413265,Fishing vessel,Fishing vessel,,,CHN
412413268,Fishing vessel,Fishing vessel,,,CHN
412413272,Fishing vessel,Fishing vessel,,,CHN
412413273,Fishing vessel,Fishing vessel,,,CHN
412413274,Fishing vessel,Fishing vessel,,,CHN
412413275,Fishing vessel,Fishing vessel,,,CHN
412413276,Fishing vessel,Fishing vessel,,,CHN
412413277,Fishing vessel,Fishing vessel,,,CHN
412413278,Fishing vessel,Fishing vessel,,,CHN
412413279,Fishing vessel,Fishing vessel,,,CHN
412413282,Fishing vessel,Fishing vessel,,,CHN
412413283,Fishing vessel,Fishing vessel,,,CHN
412413284,Fishing vessel,Fishing vessel,,,CHN
412413285,Fishing vessel,Fishing vessel,,,CHN
412413287,Fishing vessel,Fishing vessel,,,CHN
412413288,Fishing vessel,Fishing vessel,,,CHN
412413289,Fishing vessel,Fishing vessel,,,CHN
412413291,Fishing vessel,Fishing vessel,,,CHN
412413292,Fishing vessel,Fishing vessel,,,CHN
412413294,Fishing vessel,Fishing vessel,,,CHN
412413295,Fishing vessel,Fishing vessel,,,CHN
412413296,Fishing vessel,Fishing vessel,,,CHN
412413297,Fishing vessel,Fishing vessel,,,CHN
412413304,Fishing vessel,Fishing vessel,,,CHN
412413306,Fishing vessel,Fishing vessel,,,CHN
412413307,Fishing vessel,Fishing vessel,,,CHN
412413308,Fishing vessel,Fishing vessel,,,CHN
412413312,Fishing vessel,Fishing vessel,,,CHN
412413313,Fishing vessel,Fishing vessel,,,CHN
412413315,Fishing vessel,Fishing vessel,,,CHN
412413321,Fishing vessel,Fishing vessel,,,CHN
412413323,Fishing vessel,Fishing vessel,,,CHN
412413324,Fishing vessel,Fishing vessel,,,CHN
412413326,Fishing vessel,Fishing vessel,,,CHN
412413328,Fishing vessel,Fishing vessel,,,CHN
412413329,Fishing vessel,Fishing vessel,,,CHN
412413332,Fishing vessel,Fishing vessel,,,CHN
412413334,Fishing vessel,Fishing vessel,,,CHN
412413338,Fishing vessel,Fishing vessel,,,CHN
412413342,Fishing vessel,Fishing vessel,,,CHN
412413344,Fishing vessel,Fishing vessel,,,CHN
412413345,Fishing vessel,Fishing vessel,,,CHN
412413346,Fishing vessel,Fishing vessel,,,CHN
412413347,Fishing vessel,Fishing vessel,,,CHN
412413349,Fishing vessel,Fishing vessel,,,CHN
412413352,Fishing vessel,Fishing vessel,,,CHN
412413353,Fishing vessel,Fishing vessel,,,CHN
412413361,Fishing vessel,Fishing vessel,,,CHN
412413363,Fishing vessel,Fishing vessel,,,CHN
412413375,Fishing vessel,Fishing vessel,,,CHN
412413377,Fishing vessel,Fishing vessel,,,CHN
412413378,Fishing vessel,Fishing vessel,,,CHN
412413379,Fishing vessel,Fishing vessel,,,CHN
412413383,Fishing vessel,Fishing vessel,,,CHN
412413385,Fishing vessel,Fishing vessel,,,CHN
412413386,Fishing vessel,Fishing vessel,,,CHN
412413387,Fishing vessel,Fishing vessel,,,CHN
412413393,Fishing vessel,Fishing vessel,,,CHN
412413394,Fishing vessel,Fishing vessel,,,CHN
412413395,Fishing vessel,Fishing vessel,,,CHN
412413398,Fishing vessel,Fishing vessel,,,CHN
412413404,Fishing vessel,Fishing vessel,,,CHN
412413414,Fishing vessel,Fishing vessel,,,CHN
412413423,Fishing vessel,Fishing vessel,,,CHN
412413456,Fishing vessel,Fishing vessel,,,CHN
412413463,Fishing vessel,Fishing vessel,,,CHN
412413464,Fishing vessel,Fishing vessel,,,CHN
412413465,Fishing vessel,Fishing vessel,,,CHN
412413471,Fishing vessel,Fishing vessel,,,CHN
412413474,Fishing vessel,Fishing vessel,,,CHN
412413477,Fishing vessel,Fishing vessel,,,CHN
412413483,Fishing vessel,Fishing vessel,,,CHN
412413489,Fishing vessel,Fishing vessel,,,CHN
412413491,Fishing vessel,Fishing vessel,,,CHN
412413503,Fishing vessel,Fishing vessel,,,CHN
412413507,Fishing vessel,Fishing vessel,,,CHN
412413516,Fishing vessel,Fishing vessel,,,CHN
412413523,Fishing vessel,Fishing vessel,,,CHN
412413529,Fishing vessel,Fishing vessel,,,CHN
412413531,Fishing vessel,Fishing vessel,,,CHN
412413539,Fishing vessel,Fishing vessel,,,CHN
412413553,Fishing vessel,Fishing vessel,,,CHN
412413554,Fishing vessel,Fishing vessel,,,CHN
412413555,Fishing vessel,Fishing vessel,,,CHN
412413562,Fishing vessel,Fishing vessel,,,CHN
412413565,Fishing vessel,Fishing vessel,,,CHN
412413568,Fishing vessel,Fishing vessel,,,CHN
412413577,Fishing vessel,Fishing vessel,,,CHN
412413579,Fishing vessel,Fishing vessel,,,CHN
412413582,Fishing vessel,Fishing vessel,,,CHN
412413583,Fishing vessel,Fishing vessel,,,CHN
412413586,Fishing vessel,Fishing vessel,,,CHN
412413587,Fishing vessel,Fishing vessel,,,CHN
412413591,Fishing vessel,Fishing vessel,,,CHN
412413592,Fishing vessel,Fishing vessel,,,CHN
412413593,Fishing vessel,Fishing vessel,,,CHN
412413602,Fishing vessel,Fishing vessel,,,CHN
412413604,Fishing vessel,Fishing vessel,,,CHN
412413605,Fishing vessel,Fishing vessel,,,CHN
412413607,Fishing vessel,Fishing vessel,,,CHN
412413611,Fishing vessel,Fishing vessel,,,CHN
412413612,Fishing vessel,Fishing vessel,,,CHN
412413613,Fishing vessel,Fishing vessel,,,CHN
412413614,Fishing vessel,Fishing vessel,,,CHN
412413619,Fishing vessel,Fishing vessel,,,CHN
412413621,Fishing vessel,Fishing vessel,,,CHN
412413622,Fishing vessel,Fishing vessel,,,CHN
412413628,Fishing vessel,Fishing vessel,,,CHN
412413631,Fishing vessel,Fishing vessel,,,CHN
412413633,Fishing vessel,Fishing vessel,,,CHN
412413636,Fishing vessel,Fishing vessel,,,CHN
412413639,Fishing vessel,Fishing vessel,,,CHN
412413641,Fishing vessel,Fishing vessel,,,CHN
412413644,Fishing vessel,Fishing vessel,,,CHN
412413645,Fishing vessel,Fishing vessel,,,CHN
412413651,Fishing vessel,Fishing vessel,,,CHN
412413654,Fishing vessel,Fishing vessel,,,CHN
412413655,Fishing vessel,Fishing vessel,,,CHN
412413657,Fishing vessel,Fishing vessel,,,CHN
412413663,Fishing vessel,Fishing vessel,,,CHN
412413667,Fishing vessel,Fishing vessel,,,CHN
412413669,Fishing vessel,Fishing vessel,,,CHN
412413673,Fishing vessel,Fishing vessel,,,CHN
412413701,Fishing vessel,Fishing vessel,,,CHN
412413702,Fishing vessel,Fishing vessel,,,CHN
412413709,Fishing vessel,Fishing vessel,,,CHN
412413711,Fishing vessel,Fishing vessel,,,CHN
412413719,Fishing vessel,Fishing vessel,,,CHN
412413721,Fishing vessel,Fishing vessel,,,CHN
412413723,Fishing vessel,Fishing vessel,,,CHN
412413726,Fishing vessel,Fishing vessel,,,CHN
412413727,Fishing vessel,Fishing vessel,,,CHN
412413728,Fishing vessel,Fishing vessel,,,CHN
412413729,Fishing vessel,Fishing vessel,,,CHN
412413732,Fishing vessel,Fishing vessel,,,CHN
412413733,Fishing vessel,Fishing vessel,,,CHN
412413735,Fishing vessel,Fishing vessel,,,CHN
412413736,Fishing vessel,Fishing vessel,,,CHN
412413753,Fishing vessel,Fishing vessel,,,CHN
412413756,Fishing vessel,Fishing vessel,,,CHN
412413768,Fishing vessel,Fishing vessel,,,CHN
412413774,Fishing vessel,Fishing vessel,,,CHN
412413779,Fishing vessel,Fishing vessel,,,CHN
412413786,Fishing vessel,Fishing vessel,,,CHN
412413789,Fishing vessel,Fishing vessel,,,CHN
412413793,Fishing vessel,Fishing vessel,,,CHN
412413796,Fishing vessel,Fishing vessel,,,CHN
412413798,Fishing vessel,Fishing vessel,,,CHN
412413799,Fishing vessel,Fishing vessel,,,CHN
412413817,Fishing vessel,Fishing vessel,,,CHN
412413820,Fishing vessel,Fishing vessel,,,CHN
412413824,Fishing vessel,Fishing vessel,,,CHN
412413834,Fishing vessel,Fishing vessel,,,CHN
412413844,Fishing vessel,Fishing vessel,,,CHN
412413849,Fishing vessel,Fishing vessel,,,CHN
412413858,Fishing vessel,Fishing vessel,,,CHN
412413861,Fishing vessel,Fishing vessel,,,CHN
412413862,Fishing vessel,Fishing vessel,,,CHN
412413864,Fishing vessel,Fishing vessel,,,CHN
412413867,Fishing vessel,Fishing vessel,,,CHN
412413869,Fishing vessel,Fishing vessel,,,CHN
412413872,Fishing vessel,Fishing vessel,,,CHN
412413877,Fishing vessel,Fishing vessel,,,CHN
412413878,Fishing vessel,Fishing vessel,,,CHN
412413887,Fishing vessel,Fishing vessel,,,CHN
412413888,Fishing vessel,Fishing vessel,,,CHN
412413889,Fishing vessel,Fishing vessel,,,CHN
412413897,Fishing vessel,Fishing vessel,,,CHN
412413898,Fishing vessel,Fishing vessel,,,CHN
412413903,Fishing vessel,Fishing vessel,,,CHN
412413904,Fishing vessel,Fishing vessel,,,CHN
412413905,Fishing vessel,Fishing vessel,,,CHN
412413907,Fishing vessel,Fishing vessel,,,CHN
412413908,Fishing vessel,Fishing vessel,,,CHN
412413918,Fishing vessel,Fishing vessel,,,CHN
412413919,Fishing vessel,Fishing vessel,,,CHN
412413922,Fishing vessel,Fishing vessel,,,CHN
412413923,Fishing vessel,Fishing vessel,,,CHN
412413924,Fishing vessel,Fishing vessel,,,CHN
412413925,Fishing vessel,Fishing vessel,,,CHN
412413926,Fishing vessel,Fishing vessel,,,CHN
412413927,Fishing vessel,Fishing vessel,,,CHN
412413932,Fishing vessel,Fishing vessel,,,CHN
412413936,Fishing vessel,Fishing vessel,,,CHN
412413937,Fishing vessel,Fishing vessel,,,CHN
412413939,Fishing vessel,Fishing vessel,,,CHN
412413941,Fishing vessel,Fishing vessel,,,CHN
412413942,Fishing vessel,Fishing vessel,,,CHN
412413943,Fishing vessel,Fishing vessel,,,CHN
412413948,Fishing vessel,Fishing vessel,,,CHN
412413951,Fishing vessel,Fishing vessel,,,CHN
412413952,Fishing vessel,Fishing vessel,,,CHN
412413953,Fishing vessel,Fishing vessel,,,CHN
412413954,Fishing vessel,Fishing vessel,,,CHN
412413956,Fishing vessel,Fishing vessel,,,CHN
412413958,Fishing vessel,Fishing vessel,,,CHN
412413959,Fishing vessel,Fishing vessel,,,CHN
412413961,Fishing vessel,Fishing vessel,,,CHN
412413962,Fishing vessel,Fishing vessel,,,CHN
412413964,Fishing vessel,Fishing vessel,,,CHN
412413965,Fishing vessel,Fishing vessel,,,CHN
412413966,Fishing vessel,Fishing vessel,,,CHN
412413967,Fishing vessel,Fishing vessel,,,CHN
412413968,Fishing vessel,Fishing vessel,,,CHN
412413969,Fishing vessel,Fishing vessel,,,CHN
412413971,Fishing vessel,Fishing vessel,,,CHN
412413972,Fishing vessel,Fishing vessel,,,CHN
412413973,Fishing vessel,Fishing vessel,,,CHN
412413974,Fishing vessel,Fishing vessel,,,CHN
412413975,Fishing vessel,Fishing vessel,,,CHN
412413976,Fishing vessel,Fishing vessel,,,CHN
412413977,Fishing vessel,Fishing vessel,,,CHN
412413978,Fishing vessel,Fishing vessel,,,CHN
412413979,Fishing vessel,Fishing vessel,,,CHN
412413981,Fishing vessel,Fishing vessel,,,CHN
412413982,Fishing vessel,Fishing vessel,,,CHN
412413984,Fishing vessel,Fishing vessel,,,CHN
412413986,Fishing vessel,Fishing vessel,,,CHN
412413987,Fishing vessel,Fishing vessel,,,CHN
412413988,Fishing vessel,Fishing vessel,,,CHN
412413989,Fishing vessel,Fishing vessel,,,CHN
412413991,Fishing vessel,Fishing vessel,,,CHN
412413992,Fishing vessel,Fishing vessel,,,CHN
412413995,Fishing vessel,Fishing vessel,,,CHN
412413996,Fishing vessel,Fishing vessel,,,CHN
412413997,Fishing vessel,Fishing vessel,,,CHN
412413999,Fishing vessel,Fishing vessel,,,CHN
412414003,Fishing vessel,Fishing vessel,,,CHN
412414006,Fishing vessel,Fishing vessel,,,CHN
412414007,Fishing vessel,Fishing vessel,,,CHN
412414009,Fishing vessel,Fishing vessel,,,CHN
412414011,Fishing vessel,Fishing vessel,,,CHN
412414021,Fishing vessel,Fishing vessel,,,CHN
412414040,Fishing vessel,Fishing vessel,,,CHN
412414045,Fishing vessel,Fishing vessel,,,CHN
412414049,Fishing vessel,Fishing vessel,,,CHN
412414054,Fishing vessel,Fishing vessel,,,CHN
412414056,Fishing vessel,Fishing vessel,,,CHN
412414057,Fishing vessel,Fishing vessel,,,CHN
412414071,Fishing vessel,Fishing vessel,,,CHN
412414073,Fishing vessel,Fishing vessel,,,CHN
412414077,Fishing vessel,Fishing vessel,,,CHN
412414078,Fishing vessel,Fishing vessel,,,CHN
412414082,Fishing vessel,Fishing vessel,,,CHN
412414083,Fishing vessel,Fishing vessel,,,CHN
412414093,Fishing vessel,Fishing vessel,,,CHN
412414104,Fishing vessel,Fishing vessel,,,CHN
412414224,Fishing vessel,Fishing vessel,,,CHN
412414305,Fishing vessel,Fishing vessel,,,CHN
412414311,Fishing vessel,Fishing vessel,,,CHN
412414324,Fishing vessel,Fishing vessel,,,CHN
412414327,Fishing vessel,Fishing vessel,,,CHN
412414331,Fishing vessel,Fishing vessel,,,CHN
412414333,Fishing vessel,Fishing vessel,,,CHN
412414334,Fishing vessel,Fishing vessel,,,CHN
412414339,Fishing vessel,Fishing vessel,,,CHN
412414345,Fishing vessel,Fishing vessel,,,CHN
412414354,Fishing vessel,Fishing vessel,,,CHN
412414356,Fishing vessel,Fishing vessel,,,CHN
412414392,Fishing vessel,Fishing vessel,,,CHN
412414396,Fishing vessel,Fishing vessel,,,CHN
412414436,Fishing vessel,Fishing vessel,,,CHN
412414471,Fishing vessel,Fishing vessel,,,CHN
412414512,Fishing vessel,Fishing vessel,,,CHN
412414513,Fishing vessel,Fishing vessel,,,CHN
412414516,Fishing vessel,Fishing vessel,,,CHN
412414521,Fishing vessel,Fishing vessel,,,CHN
412414525,Fishing vessel,Fishing vessel,,,CHN
412414536,Fishing vessel,Fishing vessel,,,CHN
412414569,Fishing vessel,Fishing vessel,,,CHN
412414581,Fishing vessel,Fishing vessel,,,CHN
412414584,Fishing vessel,Fishing vessel,,,CHN
412414585,Fishing vessel,Fishing vessel,,,CHN
412414586,Fishing vessel,Fishing vessel,,,CHN
412414599,Fishing vessel,Fishing vessel,,,CHN
412414601,Fishing vessel,Fishing vessel,,,CHN
412414613,Fishing vessel,Fishing vessel,,,CHN
412414627,Fishing vessel,Fishing vessel,,,CHN
412414641,Fishing vessel,Fishing vessel,,,CHN
412414643,Fishing vessel,Fishing vessel,,,CHN
412414644,Fishing vessel,Fishing vessel,,,CHN
412414648,Fishing vessel,Fishing vessel,,,CHN
412414649,Fishing vessel,Fishing vessel,,,CHN
412414656,Fishing vessel,Fishing vessel,,,CHN
412414665,Fishing vessel,Fishing vessel,,,CHN
412414675,Fishing vessel,Fishing vessel,,,CHN
412414676,Fishing vessel,Fishing vessel,,,CHN
412414681,Fishing vessel,Fishing vessel,,,CHN
412414682,Fishing vessel,Fishing vessel,,,CHN
412414692,Fishing vessel,Fishing vessel,,,CHN
412414708,Fishing vessel,Fishing vessel,,,CHN
412414713,Fishing vessel,Fishing vessel,,,CHN
412414722,Fishing vessel,Fishing vessel,,,CHN
412414726,Fishing vessel,Fishing vessel,,,CHN
412414738,Fishing vessel,Fishing vessel,,,CHN
412414742,Fishing vessel,Fishing vessel,,,CHN
412414744,Fishing vessel,Fishing vessel,,,CHN
412414745,Fishing vessel,Fishing vessel,,,CHN
412414746,Fishing vessel,Fishing vessel,,,CHN
412414747,Fishing vessel,Fishing vessel,,,CHN
412414751,Fishing vessel,Fishing vessel,,,CHN
412414762,Fishing vessel,Fishing vessel,,,CHN
412414763,Fishing vessel,Fishing vessel,,,CHN
412414774,Fishing vessel,Fishing vessel,,,CHN
412414783,Fishing vessel,Fishing vessel,,,CHN
412414787,Fishing vessel,Fishing vessel,,,CHN
412414792,Fishing vessel,Fishing vessel,,,CHN
412415004,Fishing vessel,Fishing vessel,,,CHN
412415007,Fishing vessel,Fishing vessel,,,CHN
412415008,Fishing vessel,Fishing vessel,,,CHN
412415050,Fishing vessel,Fishing vessel,,,CHN
412415071,Fishing vessel,Fishing vessel,,,CHN
412415169,Fishing vessel,Fishing vessel,,,CHN
412415236,Fishing vessel,Fishing vessel,,,CHN
412415282,Fishing vessel,Fishing vessel,,,CHN
412415298,Fishing vessel,Fishing vessel,,,CHN
412415321,Fishing vessel,Fishing vessel,,,CHN
412415341,Fishing vessel,Fishing vessel,,,CHN
412415342,Fishing vessel,Fishing vessel,,,CHN
412415351,Fishing vessel,Fishing vessel,,,CHN
412415355,Fishing vessel,Fishing vessel,,,CHN
412415357,Fishing vessel,Fishing vessel,,,CHN
412415358,Fishing vessel,Fishing vessel,,,CHN
412415359,Fishing vessel,Fishing vessel,,,CHN
412415374,Fishing vessel,Fishing vessel,,,CHN
412415386,Fishing vessel,Fishing vessel,,,CHN
412415444,Fishing vessel,Fishing vessel,,,CHN
412415494,Fishing vessel,Fishing vessel,,,CHN
412415538,Fishing vessel,Fishing vessel,,,CHN
412415547,Fishing vessel,Fishing vessel,,,CHN
412415555,Fishing vessel,Fishing vessel,,,CHN
412415572,Fishing vessel,Fishing vessel,,,CHN
412415578,Fishing vessel,Fishing vessel,,,CHN
412415599,Fishing vessel,Fishing vessel,,,CHN
412415628,Fishing vessel,Fishing vessel,,,CHN
412415629,Fishing vessel,Fishing vessel,,,CHN
412415631,Fishing vessel,Fishing vessel,,,CHN
412415639,Fishing vessel,Fishing vessel,,,CHN
412415668,Fishing vessel,Fishing vessel,,,CHN
412415697,Fishing vessel,Fishing vessel,,,CHN
412415698,Fishing vessel,Fishing vessel,,,CHN
412415733,Fishing vessel,Fishing vessel,,,CHN
412415735,Fishing vessel,Fishing vessel,,,CHN
412415831,Fishing vessel,Fishing vessel,,,CHN
412415836,Fishing vessel,Fishing vessel,,,CHN
412415840,Fishing vessel,Fishing vessel,,,CHN
412415846,Fishing vessel,Fishing vessel,,,CHN
412415852,Fishing vessel,Fishing vessel,,,CHN
412415861,Fishing vessel,Fishing vessel,,,CHN
412415868,Fishing vessel,Fishing vessel,,,CHN
412415875,Fishing vessel,Fishing vessel,,,CHN
412415911,Fishing vessel,Fishing vessel,,,CHN
412415923,Fishing vessel,Fishing vessel,,,CHN
412415926,Fishing vessel,Fishing vessel,,,CHN
412415927,Fishing vessel,Fishing vessel,,,CHN
412415934,Fishing vessel,Fishing vessel,,,CHN
412415957,Fishing vessel,Fishing vessel,,,CHN
412415962,Fishing vessel,Fishing vessel,,,CHN
412415977,Fishing vessel,Fishing vessel,,,CHN
412416003,Fishing vessel,Fishing vessel,,,CHN
412416009,Fishing vessel,Fishing vessel,,,CHN
412416014,Fishing vessel,Fishing vessel,,,CHN
412416027,Fishing vessel,Fishing vessel,,,CHN
412416031,Fishing vessel,Fishing vessel,,,CHN
412416032,Fishing vessel,Fishing vessel,,,CHN
412416039,Fishing vessel,Fishing vessel,,,CHN
412416041,Fishing vessel,Fishing vessel,,,CHN
412416047,Fishing vessel,Fishing vessel,,,CHN
412416048,Fishing vessel,Fishing vessel,,,CHN
412416049,Fishing vessel,Fishing vessel,,,CHN
412416053,Fishing vessel,Fishing vessel,,,CHN
412416062,Fishing vessel,Fishing vessel,,,CHN
412416063,Fishing vessel,Fishing vessel,,,CHN
412416064,Fishing vessel,Fishing vessel,,,CHN
412416068,Fishing vessel,Fishing vessel,,,CHN
412416071,Fishing vessel,Fishing vessel,,,CHN
412416075,Fishing vessel,Fishing vessel,,,CHN
412416077,Fishing vessel,Fishing vessel,,,CHN
412416082,Fishing vessel,Fishing vessel,,,CHN
412416085,Fishing vessel,Fishing vessel,,,CHN
412416088,Fishing vessel,Fishing vessel,,,CHN
412416089,Fishing vessel,Fishing vessel,,,CHN
412416099,Fishing vessel,Fishing vessel,,,CHN
412416101,Fishing vessel,Fishing vessel,,,CHN
412416102,Fishing vessel,Fishing vessel,,,CHN
412416105,Fishing vessel,Fishing vessel,,,CHN
412416106,Fishing vessel,Fishing vessel,,,CHN
412416107,Fishing vessel,Fishing vessel,,,CHN
412416108,Fishing vessel,Fishing vessel,,,CHN
412416109,Fishing vessel,Fishing vessel,,,CHN
412416111,Fishing vessel,Fishing vessel,,,CHN
412416135,Fishing vessel,Fishing vessel,,,CHN
412416141,Fishing vessel,Fishing vessel,,,CHN
412416151,Fishing vessel,Fishing vessel,,,CHN
412416168,Fishing vessel,Fishing vessel,,,CHN
412416178,Fishing vessel,Fishing vessel,,,CHN
412416179,Fishing vessel,Fishing vessel,,,CHN
412416184,Fishing vessel,Fishing vessel,,,CHN
412416187,Fishing vessel,Fishing vessel,,,CHN
412416191,Fishing vessel,Fishing vessel,,,CHN
412416196,Fishing vessel,Fishing vessel,,,CHN
412416197,Fishing vessel,Fishing vessel,,,CHN
412416201,Fishing vessel,Fishing vessel,,,CHN
412416202,Fishing vessel,Fishing vessel,,,CHN
412416204,Fishing vessel,Fishing vessel,,,CHN
412416207,Fishing vessel,Fishing vessel,,,CHN
412416212,Fishing vessel,Fishing vessel,,,CHN
412416218,Fishing vessel,Fishing vessel,,,CHN
412416226,Fishing vessel,Fishing vessel,,,CHN
412416234,Fishing vessel,Fishing vessel,,,CHN
412416235,Fishing vessel,Fishing vessel,,,CHN
412416238,Fishing vessel,Fishing vessel,,,CHN
412416239,Fishing vessel,Fishing vessel,,,CHN
412416241,Fishing vessel,Fishing vessel,,,CHN
412416244,Fishing vessel,Fishing vessel,,,CHN
412416248,Fishing vessel,Fishing vessel,,,CHN
412416252,Fishing vessel,Fishing vessel,,,CHN
412416253,Fishing vessel,Fishing vessel,,,CHN
412416265,Fishing vessel,Fishing vessel,,,CHN
412416267,Fishing vessel,Fishing vessel,,,CHN
412416271,Fishing vessel,Fishing vessel,,,CHN
412416273,Fishing vessel,Fishing vessel,,,CHN
412416275,Fishing vessel,Fishing vessel,,,CHN
412416276,Fishing vessel,Fishing vessel,,,CHN
412416277,Fishing vessel,Fishing vessel,,,CHN
412416286,Fishing vessel,Fishing vessel,,,CHN
412416288,Fishing vessel,Fishing vessel,,,CHN
412416295,Fishing vessel,Fishing vessel,,,CHN
412416297,Fishing vessel,Fishing vessel,,,CHN
412416298,Fishing vessel,Fishing vessel,,,CHN
412416299,Fishing vessel,Fishing vessel,,,CHN
412416301,Fishing vessel,Fishing vessel,,,CHN
412416302,Fishing vessel,Fishing vessel,,,CHN
412416305,Fishing vessel,Fishing vessel,,,CHN
412416307,Fishing vessel,Fishing vessel,,,CHN
412416308,Fishing vessel,Fishing vessel,,,CHN
412416314,Fishing vessel,Fishing vessel,,,CHN
412416321,Fishing vessel,Fishing vessel,,,CHN
412416322,Fishing vessel,Fishing vessel,,,CHN
412416324,Fishing vessel,Fishing vessel,,,CHN
412416326,Fishing vessel,Fishing vessel,,,CHN
412416327,Fishing vessel,Fishing vessel,,,CHN
412416329,Fishing vessel,Fishing vessel,,,CHN
412416331,Fishing vessel,Fishing vessel,,,CHN
412416332,Fishing vessel,Fishing vessel,,,CHN
412416333,Fishing vessel,Fishing vessel,,,CHN
412416338,Fishing vessel,Fishing vessel,,,CHN
412416341,Fishing vessel,Fishing vessel,,,CHN
412416344,Fishing vessel,Fishing vessel,,,CHN
412416346,Fishing vessel,Fishing vessel,,,CHN
412416347,Fishing vessel,Fishing vessel,,,CHN
412416348,Fishing vessel,Fishing vessel,,,CHN
412416354,Fishing vessel,Fishing vessel,,,CHN
412416362,Fishing vessel,Fishing vessel,,,CHN
412416366,Fishing vessel,Fishing vessel,,,CHN
412416368,Fishing vessel,Fishing vessel,,,CHN
412416369,Fishing vessel,Fishing vessel,,,CHN
412416371,Fishing vessel,Fishing vessel,,,CHN
412416388,Fishing vessel,Fishing vessel,,,CHN
412416395,Fishing vessel,Fishing vessel,,,CHN
412416413,Fishing vessel,Fishing vessel,,,CHN
412416417,Fishing vessel,Fishing vessel,,,CHN
412416418,Fishing vessel,Fishing vessel,,,CHN
412416423,Fishing vessel,Fishing vessel,,,CHN
412416426,Fishing vessel,Fishing vessel,,,CHN
412416427,Fishing vessel,Fishing vessel,,,CHN
412416428,Fishing vessel,Fishing vessel,,,CHN
412416433,Fishing vessel,Fishing vessel,,,CHN
412416434,Fishing vessel,Fishing vessel,,,CHN
412416438,Fishing vessel,Fishing vessel,,,CHN
412416439,Fishing vessel,Fishing vessel,,,CHN
412416445,Fishing vessel,Fishing vessel,,,CHN
412416446,Fishing vessel,Fishing vessel,,,CHN
412416455,Fishing vessel,Fishing vessel,,,CHN
412416485,Fishing vessel,Fishing vessel,,,CHN
412416496,Fishing vessel,Fishing vessel,,,CHN
412416501,Fishing vessel,Fishing vessel,,,CHN
412416503,Fishing vessel,Fishing vessel,,,CHN
412416506,Fishing vessel,Fishing vessel,,,CHN
412416511,Fishing vessel,Fishing vessel,,,CHN
412416514,Fishing vessel,Fishing vessel,,,CHN
412416531,Fishing vessel,Fishing vessel,,,CHN
412416539,Fishing vessel,Fishing vessel,,,CHN
