mmsi,label,sublabel,length,tonnage,country
412410395,Fishing vessel,Fishing vessel,nan,nan,CHN
412410397,Fishing vessel,Fishing vessel,nan,nan,CHN
412410398,Fishing vessel,Fishing vessel,nan,nan,CHN
412410402,Fishing vessel,Fishing vessel,nan,nan,CHN
412410403,Fishing vessel,Fishing vessel,nan,nan,CHN
412410404,Fishing vessel,Fishing vessel,nan,nan,CHN
412410405,Fishing vessel,Fishing vessel,nan,nan,CHN
412410406,Fishing vessel,Fishing vessel,nan,nan,CHN
412410407,Fishing vessel,Fishing vessel,nan,nan,CHN
412410409,Fishing vessel,Fishing vessel,nan,nan,CHN
412410411,Fishing vessel,Fishing vessel,nan,nan,CHN
412410413,Fishing vessel,Fishing vessel,nan,nan,CHN
412410414,Fishing vessel,Fishing vessel,nan,nan,CHN
412410416,Fishing vessel,Fishing vessel,nan,nan,CHN
412410419,Fishing vessel,Fishing vessel,nan,nan,CHN
412410421,Fishing vessel,Fishing vessel,nan,nan,CHN
412410422,Fishing vessel,Fishing vessel,nan,nan,CHN
412410423,Fishing vessel,Fishing vessel,nan,nan,CHN
412410427,Fishing vessel,Fishing vessel,nan,nan,CHN
412410428,Fishing vessel,Fishing vessel,nan,nan,CHN
412410429,Fishing vessel,Fishing vessel,nan,nan,CHN
412410432,Fishing vessel,Fishing vessel,nan,nan,CHN
412410433,Fishing vessel,Fishing vessel,nan,nan,CHN
412410437,Fishing vessel,Fishing vessel,nan,nan,CHN
412410438,Fishing vessel,Fishing vessel,nan,nan,CHN
412410439,Fishing vessel,Fishing vessel,nan,nan,CHN
412410441,Fishing vessel,Fishing vessel,nan,nan,CHN
412410442,Fishing vessel,Fishing vessel,nan,nan,CHN
412410443,Fishing vessel,Fishing vessel,nan,nan,CHN
412410445,Fishing vessel,Fishing vessel,nan,nan,CHN
412410447,Fishing vessel,Fishing vessel,nan,nan,CHN
412410458,Fishing vessel,Fishing vessel,nan,nan,CHN
412410465,Fishing vessel,Fishing vessel,nan,nan,CHN
412410467,Fishing vessel,Fishing vessel,nan,nan,CHN
412410471,Fishing vessel,Fishing vessel,nan,nan,CHN
412410492,Fishing vessel,Fishing vessel,nan,nan,CHN
412410498,Fishing vessel,Fishing vessel,nan,nan,CHN
412410521,Fishing vessel,Fishing vessel,nan,nan,CHN
412410529,Fishing vessel,Fishing vessel,nan,nan,CHN
412410537,Fishing vessel,Fishing vessel,nan,nan,CHN
412410545,Fishing vessel,Fishing vessel,nan,nan,CHN
412410546,Fishing vessel,Fishing vessel,nan,nan,CHN
412410548,Fishing vessel,Fishing vessel,nan,nan,CHN
412410551,Fishing vessel,Fishing vessel,nan,nan,CHN
412410553,Fishing vessel,Fishing vessel,nan,nan,CHN
412410557,Fishing vessel,Fishing vessel,nan,nan,CHN
412410558,Fishing vessel,Fishing vessel,nan,nan,CHN
412410559,Fishing vessel,Fishing vessel,nan,nan,CHN
412410566,Fishing vessel,Fishing vessel,nan,nan,CHN
412410567,Fishing vessel,Fishing vessel,nan,nan,CHN
412410569,Fishing vessel,Fishing vessel,nan,nan,CHN
412410602,Fishing vessel,Fishing vessel,nan,nan,CHN
412410609,Fishing vessel,Fishing vessel,nan,nan,CHN
412410611,Fishing vessel,Fishing vessel,nan,nan,CHN
412410613,Fishing vessel,Fishing vessel,nan,nan,CHN
412410616,Fishing vessel,Fishing vessel,nan,nan,CHN
412410623,Fishing vessel,Fishing vessel,nan,nan,CHN
412410637,Fishing vessel,Fishing vessel,nan,nan,CHN
412410638,Fishing vessel,Fishing vessel,nan,nan,CHN
412410641,Fishing vessel,Fishing vessel,nan,nan,CHN
412410647,Fishing vessel,Fishing vessel,nan,nan,CHN
412410649,Fishing vessel,Fishing vessel,nan,nan,CHN
412410652,Fishing vessel,Fishing vessel,nan,nan,CHN
412410655,Fishing vessel,Fishing vessel,nan,nan,CHN
412410656,Fishing vessel,Fishing vessel,nan,nan,CHN
412410659,Fishing vessel,Fishing vessel,nan,nan,CHN
412410661,Fishing vessel,Fishing vessel,nan,nan,CHN
412410662,Fishing vessel,Fishing vessel,nan,nan,CHN
412410666,Fishing vessel,Fishing vessel,nan,nan,CHN
412410667,Fishing vessel,Fishing vessel,nan,nan,CHN
412410675,Fishing vessel,Fishing vessel,nan,nan,CHN
412410683,Fishing vessel,Fishing vessel,nan,nan,CHN
412410684,Fishing vessel,Fishing vessel,nan,nan,CHN
412410685,Fishing vessel,Fishing vessel,nan,nan,CHN
412410694,Fishing vessel,Fishing vessel,nan,nan,CHN
412410695,Fishing vessel,Fishing vessel,nan,nan,CHN
412410696,Fishing vessel,Fishing vessel,nan,nan,CHN
412410697,Fishing vessel,Fishing vessel,nan,nan,CHN
412410698,Fishing vessel,Fishing vessel,nan,nan,CHN
412410699,Fishing vessel,Fishing vessel,nan,nan,CHN
412410701,Fishing vessel,Fishing vessel,nan,nan,CHN
412410702,Fishing vessel,Fishing vessel,nan,nan,CHN
412410703,Fishing vessel,Fishing vessel,nan,nan,CHN
412410704,Fishing vessel,Fishing vessel,nan,nan,CHN
412410705,Fishing vessel,Fishing vessel,nan,nan,CHN
412410706,Fishing vessel,Fishing vessel,nan,nan,CHN
412410708,Fishing vessel,Fishing vessel,nan,nan,CHN
412410712,Fishing vessel,Fishing vessel,nan,nan,CHN
412410713,Fishing vessel,Fishing vessel,nan,nan,CHN
412410714,Fishing vessel,Fishing vessel,nan,nan,CHN
412410715,Fishing vessel,Fishing vessel,nan,nan,CHN
412410716,Fishing vessel,Fishing vessel,nan,nan,CHN
412410717,Fishing vessel,Fishing vessel,nan,nan,CHN
412410718,Fishing vessel,Fishing vessel,nan,nan,CHN
412410725,Fishing vessel,Fishing vessel,nan,nan,CHN
412410729,Fishing vessel,Fishing vessel,nan,nan,CHN
412410733,Fishing vessel,Fishing vessel,nan,nan,CHN
412410736,Fishing vessel,Fishing vessel,nan,nan,CHN
412410737,Fishing vessel,Fishing vessel,nan,nan,CHN
412410739,Fishing vessel,Fishing vessel,nan,nan,CHN
412410741,Fishing vessel,Fishing vessel,nan,nan,CHN
412410743,Fishing vessel,Fishing vessel,nan,nan,CHN
412410744,Fishing vessel,Fishing vessel,nan,nan,CHN
412410751,Fishing vessel,Fishing vessel,nan,nan,CHN
412410752,Fishing vessel,Fishing vessel,nan,nan,CHN
412410753,Fishing vessel,Fishing vessel,nan,nan,CHN
412410754,Fishing vessel,Fishing vessel,nan,nan,CHN
412410757,Fishing vessel,Fishing vessel,nan,nan,CHN
412410767,Fishing vessel,Fishing vessel,nan,nan,CHN
412410768,Fishing vessel,Fishing vessel,nan,nan,CHN
412410771,Fishing vessel,Fishing vessel,nan,nan,CHN
412410772,Fishing vessel,Fishing vessel,nan,nan,CHN
412410775,Fishing vessel,Fishing vessel,nan,nan,CHN
412410779,Fishing vessel,Fishing vessel,nan,nan,CHN
412410781,Fishing vessel,Fishing vessel,nan,nan,CHN
412410782,Fishing vessel,Fishing vessel,nan,nan,CHN
412410783,Fishing vessel,Fishing vessel,nan,nan,CHN
412410791,Fishing vessel,Fishing vessel,nan,nan,CHN
412410794,Fishing vessel,Fishing vessel,nan,nan,CHN
412410795,Fishing vessel,Fishing vessel,nan,nan,CHN
412410796,Fishing vessel,Fishing vessel,nan,nan,CHN
412410808,Fishing vessel,Fishing vessel,nan,nan,CHN
412410811,Fishing vessel,Fishing vessel,nan,nan,CHN
412410813,Fishing vessel,Fishing vessel,nan,nan,CHN
412410814,Fishing vessel,Fishing vessel,nan,nan,CHN
412410816,Fishing vessel,Fishing vessel,nan,nan,CHN
412410817,Fishing vessel,Fishing vessel,nan,nan,CHN
412410818,Fishing vessel,Fishing vessel,nan,nan,CHN
412410819,Fishing vessel,Fishing vessel,nan,nan,CHN
412410824,Fishing vessel,Fishing vessel,nan,nan,CHN
412410825,Fishing vessel,Fishing vessel,nan,nan,CHN
412410828,Fishing vessel,Fishing vessel,nan,nan,CHN
412410833,Fishing vessel,Fishing vessel,nan,nan,CHN
412410837,Fishing vessel,Fishing vessel,nan,nan,CHN
412410838,Fishing vessel,Fishing vessel,nan,nan,CHN
412410842,Fishing vessel,Fishing vessel,nan,nan,CHN
412410848,Fishing vessel,Fishing vessel,nan,nan,CHN
412410856,Fishing vessel,Fishing vessel,nan,nan,CHN
412410857,Fishing vessel,Fishing vessel,nan,nan,CHN
412410858,Fishing vessel,Fishing vessel,nan,nan,CHN
412410865,Fishing vessel,Fishing vessel,nan,nan,CHN
412410866,Fishing vessel,Fishing vessel,nan,nan,CHN
412410868,Fishing vessel,Fishing vessel,nan,nan,CHN
412410869,Fishing vessel,Fishing vessel,nan,nan,CHN
412410871,Fishing vessel,Fishing vessel,nan,nan,CHN
412410873,Fishing vessel,Fishing vessel,nan,nan,CHN
412410876,Fishing vessel,Fishing vessel,nan,nan,CHN
412410877,Fishing vessel,Fishing vessel,nan,nan,CHN
412410878,Fishing vessel,Fishing vessel,nan,nan,CHN
412410884,Fishing vessel,Fishing vessel,nan,nan,CHN
412410885,Fishing vessel,Fishing vessel,nan,nan,CHN
412410892,Fishing vessel,Fishing vessel,nan,nan,CHN
412410894,Fishing vessel,Fishing vessel,nan,nan,CHN
412410897,Fishing vessel,Fishing vessel,nan,nan,CHN
412410898,Fishing vessel,Fishing vessel,nan,nan,CHN
412411001,Fishing vessel,Fishing vessel,nan,nan,CHN
412411002,Fishing vessel,Fishing vessel,nan,nan,CHN
412411004,Fishing vessel,Fishing vessel,nan,nan,CHN
412411008,Fishing vessel,Fishing vessel,nan,nan,CHN
412411013,Fishing vessel,Fishing vessel,nan,nan,CHN
412411014,Fishing vessel,Fishing vessel,nan,nan,CHN
412411015,Fishing vessel,Fishing vessel,nan,nan,CHN
412411017,Fishing vessel,Fishing vessel,nan,nan,CHN
412411018,Fishing vessel,Fishing vessel,nan,nan,CHN
412411019,Fishing vessel,Fishing vessel,nan,nan,CHN
412411027,Fishing vessel,Fishing vessel,nan,nan,CHN
412411028,Fishing vessel,Fishing vessel,nan,nan,CHN
412411032,Fishing vessel,Fishing vessel,nan,nan,CHN
412411036,Fishing vessel,Fishing vessel,nan,nan,CHN
412411038,Fishing vessel,Fishing vessel,nan,nan,CHN
412411041,Fishing vessel,Fishing vessel,nan,nan,CHN
412411047,Fishing vessel,Fishing vessel,nan,nan,CHN
412411048,Fishing vessel,Fishing vessel,nan,nan,CHN
412411055,Fishing vessel,Fishing vessel,nan,nan,CHN
412411062,Fishing vessel,Fishing vessel,nan,nan,CHN
412411075,Fishing vessel,Fishing vessel,nan,nan,CHN
412411087,Fishing vessel,Fishing vessel,nan,nan,CHN
412411088,Fishing vessel,Fishing vessel,nan,nan,CHN
412411093,Fishing vessel,Fishing vessel,nan,nan,CHN
412411123,Fishing vessel,Fishing vessel,nan,nan,CHN
412411125,Fishing vessel,Fishing vessel,nan,nan,CHN
412411132,Fishing vessel,Fishing vessel,nan,nan,CHN
412411136,Fishing vessel,Fishing vessel,nan,nan,CHN
412411142,Fishing vessel,Fishing vessel,nan,nan,CHN
412411143,Fishing vessel,Fishing vessel,nan,nan,CHN
412411144,Fishing vessel,Fishing vessel,nan,nan,CHN
412411148,Fishing vessel,Fishing vessel,nan,nan,CHN
412411151,Fishing vessel,Fishing vessel,nan,nan,CHN
412411153,Fishing vessel,Fishing vessel,nan,nan,CHN
412411168,Fishing vessel,Fishing vessel,nan,nan,CHN
412411203,Fishing vessel,Fishing vessel,nan,nan,CHN
412411211,Fishing vessel,Fishing vessel,nan,nan,CHN
412411216,Fishing vessel,Fishing vessel,nan,nan,CHN
412411217,Fishing vessel,Fishing vessel,nan,nan,CHN
412411221,Fishing vessel,Fishing vessel,nan,nan,CHN
412411225,Fishing vessel,Fishing vessel,nan,nan,CHN
412411228,Fishing vessel,Fishing vessel,nan,nan,CHN
412411238,Fishing vessel,Fishing vessel,nan,nan,CHN
412411242,Fishing vessel,Fishing vessel,nan,nan,CHN
412411244,Fishing vessel,Fishing vessel,nan,nan,CHN
412411245,Fishing vessel,Fishing vessel,nan,nan,CHN
412411249,Fishing vessel,Fishing vessel,nan,nan,CHN
412411254,Fishing vessel,Fishing vessel,nan,nan,CHN
412411256,Fishing vessel,Fishing vessel,nan,nan,CHN
412411265,Fishing vessel,Fishing vessel,nan,nan,CHN
412411266,Fishing vessel,Fishing vessel,nan,nan,CHN
412411267,Fishing vessel,Fishing vessel,nan,nan,CHN
412411278,Fishing vessel,Fishing vessel,nan,nan,CHN
412411285,Fishing vessel,Fishing vessel,nan,nan,CHN
412411286,Fishing vessel,Fishing vessel,nan,nan,CHN
412411292,Fishing vessel,Fishing vessel,nan,nan,CHN
412411304,Fishing vessel,Fishing vessel,nan,nan,CHN
412411309,Fishing vessel,Fishing vessel,nan,nan,CHN
412411311,Fishing vessel,Fishing vessel,nan,nan,CHN
412411314,Fishing vessel,Fishing vessel,nan,nan,CHN
412411328,Fishing vessel,Fishing vessel,nan,nan,CHN
412411329,Fishing vessel,Fishing vessel,nan,nan,CHN
412411332,Fishing vessel,Fishing vessel,nan,nan,CHN
412411338,Fishing vessel,Fishing vessel,nan,nan,CHN
412411341,Fishing vessel,Fishing vessel,nan,nan,CHN
412411346,Fishing vessel,Fishing vessel,nan,nan,CHN
412411348,Fishing vessel,Fishing vessel,nan,nan,CHN
412411353,Fishing vessel,Fishing vessel,nan,nan,CHN
412411356,Fishing vessel,Fishing vessel,nan,nan,CHN
412411357,Fishing vessel,Fishing vessel,nan,nan,CHN
412411361,Fishing vessel,Fishing vessel,nan,nan,CHN
412411362,Fishing vessel,Fishing vessel,nan,nan,CHN
412411363,Fishing vessel,Fishing vessel,nan,nan,CHN
412411364,Fishing vessel,Fishing vessel,nan,nan,CHN
412411365,Fishing vessel,Fishing vessel,nan,nan,CHN
412411366,Fishing vessel,Fishing vessel,nan,nan,CHN
412411368,Fishing vessel,Fishing vessel,nan,nan,CHN
412411371,Fishing vessel,Fishing vessel,nan,nan,CHN
412411374,Fishing vessel,Fishing vessel,nan,nan,CHN
412411376,Fishing vessel,Fishing vessel,nan,nan,CHN
412411381,Fishing vessel,Fishing vessel,nan,nan,CHN
412411501,Fishing vessel,Fishing vessel,nan,nan,CHN
412411503,Fishing vessel,Fishing vessel,nan,nan,CHN
412411516,Fishing vessel,Fishing vessel,nan,nan,CHN
412411517,Fishing vessel,Fishing vessel,nan,nan,CHN
412411518,Fishing vessel,Fishing vessel,nan,nan,CHN
412411522,Fishing vessel,Fishing vessel,nan,nan,CHN
412411523,Fishing vessel,Fishing vessel,nan,nan,CHN
412411526,Fishing vessel,Fishing vessel,nan,nan,CHN
412411528,Fishing vessel,Fishing vessel,nan,nan,CHN
412411533,Fishing vessel,Fishing vessel,nan,nan,CHN
412411543,Fishing vessel,Fishing vessel,nan,nan,CHN
412411544,Fishing vessel,Fishing vessel,nan,nan,CHN
412411547,Fishing vessel,Fishing vessel,nan,nan,CHN
412411549,Fishing vessel,Fishing vessel,nan,nan,CHN
412411557,Fishing vessel,Fishing vessel,nan,nan,CHN
412411558,Fishing vessel,Fishing vessel,nan,nan,CHN
412411559,Fishing vessel,Fishing vessel,nan,nan,CHN
412411562,Fishing vessel,Fishing vessel,nan,nan,CHN
412411569,Fishing vessel,Fishing vessel,nan,nan,CHN
412411572,Fishing vessel,Fishing vessel,nan,nan,CHN
412411577,Fishing vessel,Fishing vessel,nan,nan,CHN
412411589,Fishing vessel,Fishing vessel,nan,nan,CHN
412411597,Fishing vessel,Fishing vessel,nan,nan,CHN
412411598,Fishing vessel,Fishing vessel,nan,nan,CHN
412411599,Fishing vessel,Fishing vessel,nan,nan,CHN
412411601,Fishing vessel,Fishing vessel,nan,nan,CHN
412411602,Fishing vessel,Fishing vessel,nan,nan,CHN
412411603,Fishing vessel,Fishing vessel,nan,nan,CHN
412411611,Fishing vessel,Fishing vessel,nan,nan,CHN
412411615,Fishing vessel,Fishing vessel,nan,nan,CHN
412411616,Fishing vessel,Fishing vessel,nan,nan,CHN
412411618,Fishing vessel,Fishing vessel,nan,nan,CHN
412411621,Fishing vessel,Fishing vessel,nan,nan,CHN
412411623,Fishing vessel,Fishing vessel,nan,nan,CHN
412411624,Fishing vessel,Fishing vessel,nan,nan,CHN
412411625,Fishing vessel,Fishing vessel,nan,nan,CHN
412411635,Fishing vessel,Fishing vessel,nan,nan,CHN
412411641,Fishing vessel,Fishing vessel,nan,nan,CHN
412411644,Fishing vessel,Fishing vessel,nan,nan,CHN
412411651,Fishing vessel,Fishing vessel,nan,nan,CHN
412411658,Fishing vessel,Fishing vessel,nan,nan,CHN
412411681,Fishing vessel,Fishing vessel,nan,nan,CHN
412411682,Fishing vessel,Fishing vessel,nan,nan,CHN
412411683,Fishing vessel,Fishing vessel,nan,nan,CHN
412411684,Fishing vessel,Fishing vessel,nan,nan,CHN
412411685,Fishing vessel,Fishing vessel,nan,nan,CHN
412411686,Fishing vessel,Fishing vessel,nan,nan,CHN
412411687,Fishing vessel,Fishing vessel,nan,nan,CHN
412411689,Fishing vessel,Fishing vessel,nan,nan,CHN
412411694,Fishing vessel,Fishing vessel,nan,nan,CHN
412411695,Fishing vessel,Fishing vessel,nan,nan,CHN
412411696,Fishing vessel,Fishing vessel,nan,nan,CHN
412411697,Fishing vessel,Fishing vessel,nan,nan,CHN
412411699,Fishing vessel,Fishing vessel,nan,nan,CHN
412411701,Fishing vessel,Fishing vessel,nan,nan,CHN
412411703,Fishing vessel,Fishing vessel,nan,nan,CHN
412411704,Fishing vessel,Fishing vessel,nan,nan,CHN
412411705,Fishing vessel,Fishing vessel,nan,nan,CHN
412411706,Fishing vessel,Fishing vessel,nan,nan,CHN
412411707,Fishing vessel,Fishing vessel,nan,nan,CHN
412411709,Fishing vessel,Fishing vessel,nan,nan,CHN
412411711,Fishing vessel,Fishing vessel,nan,nan,CHN
412411712,Fishing vessel,Fishing vessel,nan,nan,CHN
412411714,Fishing vessel,Fishing vessel,nan,nan,CHN
412411715,Fishing vessel,Fishing vessel,nan,nan,CHN
412411718,Fishing vessel,Fishing vessel,nan,nan,CHN
412411719,Fishing vessel,Fishing vessel,nan,nan,CHN
412411721,Fishing vessel,Fishing vessel,nan,nan,CHN
412411745,Fishing vessel,Fishing vessel,nan,nan,CHN
412411748,Fishing vessel,Fishing vessel,nan,nan,CHN
412411749,Fishing vessel,Fishing vessel,nan,nan,CHN
412411751,Fishing vessel,Fishing vessel,nan,nan,CHN
412411755,Fishing vessel,Fishing vessel,nan,nan,CHN
412411757,Fishing vessel,Fishing vessel,nan,nan,CHN
412411759,Fishing vessel,Fishing vessel,nan,nan,CHN
412411765,Fishing vessel,Fishing vessel,nan,nan,CHN
412411769,Fishing vessel,Fishing vessel,nan,nan,CHN
412411771,Fishing vessel,Fishing vessel,nan,nan,CHN
412411776,Fishing vessel,Fishing vessel,nan,nan,CHN
412411781,Fishing vessel,Fishing vessel,nan,nan,CHN
412411784,Fishing vessel,Fishing vessel,nan,nan,CHN
412411785,Fishing vessel,Fishing vessel,nan,nan,CHN
412411793,Fishing vessel,Fishing vessel,nan,nan,CHN
412411801,Fishing vessel,Fishing vessel,nan,nan,CHN
412411803,Fishing vessel,Fishing vessel,nan,nan,CHN
412411804,Fishing vessel,Fishing vessel,nan,nan,CHN
412411805,Fishing vessel,Fishing vessel,nan,nan,CHN
412411812,Fishing vessel,Fishing vessel,nan,nan,CHN
412411813,Fishing vessel,Fishing vessel,nan,nan,CHN
412411827,Fishing vessel,Fishing vessel,nan,nan,CHN
412411829,Fishing vessel,Fishing vessel,nan,nan,CHN
412411831,Fishing vessel,Fishing vessel,nan,nan,CHN
412411832,Fishing vessel,Fishing vessel,nan,nan,CHN
412411836,Fishing vessel,Fishing vessel,nan,nan,CHN
412411839,Fishing vessel,Fishing vessel,nan,nan,CHN
412411845,Fishing vessel,Fishing vessel,nan,nan,CHN
412411846,Fishing vessel,Fishing vessel,nan,nan,CHN
412411847,Fishing vessel,Fishing vessel,nan,nan,CHN
412411848,Fishing vessel,Fishing vessel,nan,nan,CHN
412411849,Fishing vessel,Fishing vessel,nan,nan,CHN
412411851,Fishing vessel,Fishing vessel,nan,nan,CHN
412411853,Fishing vessel,Fishing vessel,nan,nan,CHN
412411855,Fishing vessel,Fishing vessel,nan,nan,CHN
412411862,Fishing vessel,Fishing vessel,nan,nan,CHN
412411863,Fishing vessel,Fishing vessel,nan,nan,CHN
412411871,Fishing vessel,Fishing vessel,nan,nan,CHN
412411872,Fishing vessel,Fishing vessel,nan,nan,CHN
412411873,Fishing vessel,Fishing vessel,nan,nan,CHN
412411874,Fishing vessel,Fishing vessel,nan,nan,CHN
412411876,Fishing vessel,Fishing vessel,nan,nan,CHN
412411877,Fishing vessel,Fishing vessel,nan,nan,CHN
412411878,Fishing vessel,Fishing vessel,nan,nan,CHN
412411879,Fishing vessel,Fishing vessel,nan,nan,CHN
412411881,Fishing vessel,Fishing vessel,nan,nan,CHN
412411882,Fishing vessel,Fishing vessel,nan,nan,CHN
412411883,Fishing vessel,Fishing vessel,nan,nan,CHN
412411887,Fishing vessel,Fishing vessel,nan,nan,CHN
412411891,Fishing vessel,Fishing vessel,nan,nan,CHN
412411893,Fishing vessel,Fishing vessel,nan,nan,CHN
412411894,Fishing vessel,Fishing vessel,nan,nan,CHN
412412001,Fishing vessel,Fishing vessel,nan,nan,CHN
412412002,Fishing vessel,Fishing vessel,nan,nan,CHN
412412004,Fishing vessel,Fishing vessel,nan,nan,CHN
412412006,Fishing vessel,Fishing vessel,nan,nan,CHN
412412008,Fishing vessel,Fishing vessel,nan,nan,CHN
412412010,Fishing vessel,Fishing vessel,nan,nan,CHN
412412011,Fishing vessel,Fishing vessel,nan,nan,CHN
412412015,Fishing vessel,Fishing vessel,nan,nan,CHN
412412018,Fishing vessel,Fishing vessel,nan,nan,CHN
412412028,Fishing vessel,Fishing vessel,nan,nan,CHN
412412033,Fishing vessel,Fishing vessel,nan,nan,CHN
412412038,Fishing vessel,Fishing vessel,nan,nan,CHN
412412058,Fishing vessel,Fishing vessel,nan,nan,CHN
412412073,Fishing vessel,Fishing vessel,nan,nan,CHN
412412076,Fishing vessel,Fishing vessel,nan,nan,CHN
412412112,Fishing vessel,Fishing vessel,nan,nan,CHN
412412127,Fishing vessel,Fishing vessel,nan,nan,CHN
412412128,Fishing vessel,Fishing vessel,nan,nan,CHN
412412131,Fishing vessel,Fishing vessel,nan,nan,CHN
412412133,Fishing vessel,Fishing vessel,nan,nan,CHN
412412135,Fishing vessel,Fishing vessel,nan,nan,CHN
412412138,Fishing vessel,Fishing vessel,nan,nan,CHN
412412139,Fishing vessel,Fishing vessel,nan,nan,CHN
412412142,Fishing vessel,Fishing vessel,nan,nan,CHN
412412143,Fishing vessel,Fishing vessel,nan,nan,CHN
412412144,Fishing vessel,Fishing vessel,nan,nan,CHN
412412145,Fishing vessel,Fishing vessel,nan,nan,CHN
412412152,Fishing vessel,Fishing vessel,nan,nan,CHN
412412153,Fishing vessel,Fishing vessel,nan,nan,CHN
412412154,Fishing vessel,Fishing vessel,nan,nan,CHN
412412165,Fishing vessel,Fishing vessel,nan,nan,CHN
412412166,Fishing vessel,Fishing vessel,nan,nan,CHN
412412167,Fishing vessel,Fishing vessel,nan,nan,CHN
412412169,Fishing vessel,Fishing vessel,nan,nan,CHN
412412171,Fishing vessel,Fishing vessel,nan,nan,CHN
412412172,Fishing vessel,Fishing vessel,nan,nan,CHN
412412173,Fishing vessel,Fishing vessel,nan,nan,CHN
412412179,Fishing vessel,Fishing vessel,nan,nan,CHN
412412184,Fishing vessel,Fishing vessel,nan,nan,CHN
412412186,Fishing vessel,Fishing vessel,nan,nan,CHN
412412189,Fishing vessel,Fishing vessel,nan,nan,CHN
412412193,Fishing vessel,Fishing vessel,nan,nan,CHN
412412194,Fishing vessel,Fishing vessel,nan,nan,CHN
412412195,Fishing vessel,Fishing vessel,nan,nan,CHN
412412205,Fishing vessel,Fishing vessel,nan,nan,CHN
412412206,Fishing vessel,Fishing vessel,nan,nan,CHN
412412207,Fishing vessel,Fishing vessel,nan,nan,CHN
412412208,Fishing vessel,Fishing vessel,nan,nan,CHN
412412214,Fishing vessel,Fishing vessel,nan,nan,CHN
412412215,Fishing vessel,Fishing vessel,nan,nan,CHN
412412216,Fishing vessel,Fishing vessel,nan,nan,CHN
412412217,Fishing vessel,Fishing vessel,nan,nan,CHN
412412222,Fishing vessel,Fishing vessel,nan,nan,CHN
412412223,Fishing vessel,Fishing vessel,nan,nan,CHN
412412229,Fishing vessel,Fishing vessel,nan,nan,CHN
412412231,Fishing vessel,Fishing vessel,nan,nan,CHN
412412234,Fishing vessel,Fishing vessel,nan,nan,CHN
412412235,Fishing vessel,Fishing vessel,nan,nan,CHN
412412245,Fishing vessel,Fishing vessel,nan,nan,CHN
412412246,Fishing vessel,Fishing vessel,nan,nan,CHN
412412251,Fishing vessel,Fishing vessel,nan,nan,CHN
412412254,Fishing vessel,Fishing vessel,nan,nan,CHN
412412256,Fishing vessel,Fishing vessel,nan,nan,CHN
412412258,Fishing vessel,Fishing vessel,nan,nan,CHN
412412263,Fishing vessel,Fishing vessel,nan,nan,CHN
412412264,Fishing vessel,Fishing vessel,nan,nan,CHN
412412266,Fishing vessel,Fishing vessel,nan,nan,CHN
412412267,Fishing vessel,Fishing vessel,nan,nan,CHN
412412269,Fishing vessel,Fishing vessel,nan,nan,CHN
412412273,Fishing vessel,Fishing vessel,nan,nan,CHN
412412274,Fishing vessel,Fishing vessel,nan,nan,CHN
412412275,Fishing vessel,Fishing vessel,nan,nan,CHN
412412276,Fishing vessel,Fishing vessel,nan,nan,CHN
412412277,Fishing vessel,Fishing vessel,nan,nan,CHN
412412278,Fishing vessel,Fishing vessel,nan,nan,CHN
412412279,Fishing vessel,Fishing vessel,nan,nan,CHN
412412281,Fishing vessel,Fishing vessel,nan,nan,CHN
412412286,Fishing vessel,Fishing vessel,nan,nan,CHN
412412287,Fishing vessel,Fishing vessel,nan,nan,CHN
412412288,Fishing vessel,Fishing vessel,nan,nan,CHN
412412289,Fishing vessel,Fishing vessel,nan,nan,CHN
412412294,Fishing vessel,Fishing vessel,nan,nan,CHN
412412295,Fishing vessel,Fishing vessel,nan,nan,CHN
412412296,Fishing vessel,Fishing vessel,nan,nan,CHN
412412299,Fishing vessel,Fishing vessel,nan,nan,CHN
412412311,Fishing vessel,Fishing vessel,nan,nan,CHN
412412319,Fishing vessel,Fishing vessel,nan,nan,CHN
412412321,Fishing vessel,Fishing vessel,nan,nan,CHN
412412322,Fishing vessel,Fishing vessel,nan,nan,CHN
412412325,Fishing vessel,Fishing vessel,nan,nan,CHN
412412326,Fishing vessel,Fishing vessel,nan,nan,CHN
412412328,Fishing vessel,Fishing vessel,nan,nan,CHN
412412329,Fishing vessel,Fishing vessel,nan,nan,CHN
412412331,Fishing vessel,Fishing vessel,nan,nan,CHN
412412332,Fishing vessel,Fishing vessel,nan,nan,CHN
412412337,Fishing vessel,Fishing vessel,nan,nan,CHN
412412338,Fishing vessel,Fishing vessel,nan,nan,CHN
412412339,Fishing vessel,Fishing vessel,nan,nan,CHN
412412341,Fishing vessel,Fishing vessel,nan,nan,CHN
412412349,Fishing vessel,Fishing vessel,nan,nan,CHN
412412351,Fishing vessel,Fishing vessel,nan,nan,CHN
412412352,Fishing vessel,Fishing vessel,nan,nan,CHN
412412353,Fishing vessel,Fishing vessel,nan,nan,CHN
412412354,Fishing vessel,Fishing vessel,nan,nan,CHN
412412358,Fishing vessel,Fishing vessel,nan,nan,CHN
412412359,Fishing vessel,Fishing vessel,nan,nan,CHN
412412363,Fishing vessel,Fishing vessel,nan,nan,CHN
412412364,Fishing vessel,Fishing vessel,nan,nan,CHN
412412365,Fishing vessel,Fishing vessel,nan,nan,CHN
